Atlas,Avro,Chukwa,Crunch,Curator,Datafu,Eagle,Eventmesh,Falcon,Flume,Giraph,Gora,Hama,Inlong,Knox,Kylin,Mahout,Metron,Mina,Oltu,Openjpa,Opennlp,Pig,Ratis,Sedona,Sentry,Struts,Submarine,Tiles,Zookeeper
99.85641026,100,,,100,,,100,100,,,,,99.91790943,100,100,100,,95.10791367,,100,99.68814969,100,,,,100,,,100
100,100,,,100,,,100,96.09860665,,,,,100,99.82508309,88.20659971,100,,100,,100,,100,,,,99.90248659,,,100
98.66227619,100,,,100,,,100,99.7588909,,,,,99.75418231,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,98.90132248,,,,,100,93.33556597,88.20659971,100,,100,,93.48229632,,100,,,,100,,,99.96568291
100,100,,,83.86322735,,,100,100,,,,,99.93864612,100,100,100,,95.0617284,,99.86288848,,100,,,,100,,,100
100,100,,,100,,,100,99.95903318,,,,,100,100,100,99.97818499,,100,,100,,99.91962707,,,,99.80516318,,,100
100,100,,,100,,,100,100,,,,,100,100,100,100,,94.58689459,,100,,99.87152722,,,,99.90270007,,,100
100,100,,,83.86322735,,,100,100,,,,,100,99.74350753,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,82.86622363,100,,,,,99.25484352,100,100,99.97818499,,100,,100,,100,,,,99.95140914,,,100
100,100,,,83.86322735,,,82.86622363,100,,,,,100,99.72916999,88.44359045,100,,100,,100,,98.99296675,,,,100,,,100
100,100,,,83.86322735,,,100,99.85687998,,,,,97.33054174,100,88.44359045,97.64581869,,100,,92.73231973,,99.93637665,,,,99.12578922,,,100
100,100,,,100,,,100,100,,,,,100,99.93653816,100,99.82403218,,100,,100,,100,,,,99.4911558,,,100
100,100,,,100,,,100,100,,,,,100,100,88.28932262,99.800025,,100,,100,,100,,,,100,,,100
100,100,,,83.86322735,,,100,100,,,,,100,99.65217391,99.49508371,100,,100,,99.87631749,,100,,,,100,,,100
97.52895753,100,,,100,,,100,100,,,,,100,99.21457744,99.97343252,100,,99.1902834,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,99.89373007,100,,100,,100,,99.95232041,,,,100,,,100
100,100,,,100,,,100,100,,,,,95.49112098,99.9687011,99.78757302,100,,100,,99.88733301,,100,,,,99.83091787,,,100
100,100,,,100,,,100,100,,,,,100,100,99.89384289,100,,100,,94.53761878,,100,,,,100,,,100
100,100,,,100,,,99.9738767,100,,,,,99.93139721,99.90619137,99.55156951,100,,100,,100,,100,,,,100,,,99.98284146
100,100,,,100,,,99.9738767,95.32924962,,,,,100,99.92188721,99.3401953,91.1387632,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,99.78757302,100,,99.20424403,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,99.98437988,100,100,,100,,100,,99.9364676,,,,100,,,100
100,100,,,83.86322735,,,100,100,,,,,100,100,99.30107527,100,,100,,99.80888196,,100,,,,100,,,100
100,100,,,83.86322735,,,100,100,,,,,100,98.44559585,100,100,,98.13432836,,100,,100,,,,100,,,99.51515152
100,100,,,83.86322735,,,99.9738767,100,,,,,97.29245916,99.9718706,99.80926431,100,,98.1042654,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,100,97.81387396,,98.13432836,,100,,100,,,,100,,,100
100,100,,,100,,,99.9738767,100,,,,,100,100,87.92551644,100,,98.13432836,,100,,100,,,,100,,,99.02995235
100,100,,,100,,,99.9738767,100,,,,,96.45959076,100,100,100,,96.14427861,,100,,100,,,,100,,,100
100,100,,,83.86322735,,,99.9738767,99.85606333,,,,,100,93.64622827,100,92.38500193,,97.90575916,,100,,100,,,,99.85542169,,,99.93365401
100,100,,,83.86322735,,,100,100,,,,,100,100,100,97.28573339,,100,,100,,100,,,,100,,,100
100,100,,,100,,,99.9738767,100,,,,,100,99.95115995,100,100,,98.13432836,,100,,92.31367466,,,,100,,,100
97.44218641,100,,,100,,,93.52248394,100,,,,,96.30183041,100,100,100,,91.60206718,,100,,99.95621237,,,,99.85573455,,,100
100,100,,,100,,,93.52248394,100,,,,,100,100,100,100,,91.96185286,,100,,100,,,,99.73640067,,,100
100,100,,,100,,,100,100,,,,,99.93979983,100,100,100,,100,,100,,100,,,,100,,,100
100,95.00335345,,,100,,,99.9738767,100,,,,,96.26543887,100,100,99.83600353,,100,,100,,96.02128431,,,,100,,,99.50747004
100,100,,,100,,,99.9738767,100,,,,,100,100,100,100,,99.73890339,,100,,100,,,,100,,,97.81229125
100,100,,,83.86322735,,,100,100,,,,,96.96428571,100,88.23866896,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,99.89558862,100,,,,,100,100,96.12137203,100,,91.39941691,,100,,99.95945398,,,,100,,,100
100,100,,,100,,,99.89558862,100,,,,,100,100,95.24953296,100,,99.669967,,100,,100,,,,100,,,100
100,100,,,83.86322735,,,100,99.58906557,,,,,100,100,95.46787523,100,,100,,100,,100,,,,99.95222169,,,100
100,100,,,100,,,100,100,,,,,100,100,97.5258773,100,,100,,100,,100,,,,99.9522673,,,100
100,100,,,83.86322735,,,100,99.92896466,,,,,100,100,100,99.48068398,,98.15745394,,97.57997355,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,94.93877551,100,,99.14965986,,100,,100,,,,100,,,100
100,100,,,83.86322735,,,100,96.3765409,,,,,100,100,94.97252747,100,,100,,100,,100,,,,100,,,99.53624184
98.05672269,100,,,83.86322735,,,100,90.65255732,,,,,99.98564456,100,96.16858238,92,,89.39873418,,99.99044068,,100,,,,100,,,99.08164969
100,100,,,83.86322735,,,99.89558862,96.5143121,,,,,96.39795404,100,96.2471279,100,,100,,100,,100,,,,100,,,100
100,100,,,84.80096502,,,100,100,,,,,100,100,99.67789891,99.98884924,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,98.30871334,,,,,99.58527357,100,99.47942489,100,,95.18796992,,100,,99.8511502,,,,100,,,100
100,100,,,100,,,100,99.80773339,,,,,99.8392283,100,96.16858238,99.76622509,,100,,99.95704057,,100,,,,100,,,100
99.72747093,100,,,99.90963855,,,100,99.72257789,,,,,100,100,87.35369683,99.96665555,,95.36321484,,100,,100,,,,100,,,99.87008769
95.8492003,100,,,99.90963855,,,93.47419096,100,,,,,100,100,100,99.98888395,,100,,100,,100,,,,100,,,100
99.80127186,100,,,84.80096502,,,93.47419096,100,,,,,100,100,87.03805847,100,,100,,100,,98.20153061,,,,100,,,100
99.62465429,100,,,84.80096502,,,100,100,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,99.78972664,,,100,99.87201365,,,,,95.97122302,100,87.03805847,100,,99.05660377,,100,,100,,,,99.90464839,,,100
100,100,,,84.82303539,,,99.86948577,99.97867804,,,,,98.45250126,99.53698063,100,100,,99.37304075,,100,,99.95180142,,,,100,,,100
100,100,,,100,,,99.86948577,100,,,,,100,99.66015293,87.35369683,100,,99.37597504,,100,,100,,,,100,,,100
100,100,,,96.10352673,,,94.78354396,97.18595227,,,,,99.9752827,100,95.90036326,97.12854758,,100,,100,,99.89164459,,,,100,,,100
100,100,,,84.1806305,,,94.78354396,100,,,,,100,99.85479187,97.31000261,100,,100,,100,,100,,,,99.81011156,,,100
95.78768417,100,,,98.83268482,,,100,100,,,,,100,99.91537718,100,100,,84.53125,,99.86197049,,99.95189417,,,,100,,,100
100,100,,,83.91032917,,,100,99.40433643,,,,,100,100,96.10056439,99.95544168,,98.12792512,,100,,100,,,,100,,,100
100,100,,,84.1806305,,,100,91.98482933,,,,,100,100,96.10056439,100,,91.10473458,,100,,100,,,,100,,,100
100,100,,,84.1806305,,,100,91.90692969,,,,,100,99.95166163,99.86684421,100,,96.6442953,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,94.73684211,99.96659987,,99.59785523,,100,,100,,,,100,,,99.33257366
100,100,,,100,,,100,100,,,,,99.85201628,100,94.68675654,100,,96.48894668,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,99.54811271,96.19863766,,100,,99.97624816,,100,,,,100,,,97.11203897
100,100,,,100,,,100,96.5509365,,,,,99.98769079,100,99.54811271,100,,98.01849406,,99.97625944,,100,,,,100,,,100
100,100,,,84.1806305,,,99.86948577,99.8901823,,,,,99.90147783,100,99.89373007,100,,98.15546772,,100,,99.66414777,,,,100,,,100
100,100,,,100,,,100,100,,,,,99.84645621,100,99.89373007,97.20201455,,99.74683544,,99.87707437,,100,,,,100,,,100
100,100,,,100,,,99.86948577,96.50205761,,,,,99.95102541,100,86.37015782,100,,100,,99.97646062,,100,,,,100,,,100
89.23023818,100,,,84.1806305,,,99.86948577,94.03592814,,,,,100,100,100,100,,99.74683544,,100,,100,,,,100,,,100
100,100,,,100,,,99.86948577,100,,,,,100,100,86.37015782,100,,97.20101781,,99.98117293,,100,,,,100,,,94.65232304
100,100,,,84.1806305,,,100,100,,,,,98.44350621,100,99.89373007,100,,99.74554707,,100,,100,,,,100,,,100
100,100,,,84.1806305,,,100,97.64938489,,,,,100,100,100,100,,97.52475248,,100,,100,,,,100,,,100
100,100,,,100,,,100,97.58877685,,,,,99.9675177,100,100,100,,100,,100,,99.92821249,,,,100,,,100
98.47204161,100,,,84.1806305,,,100,100,,,,,100,100,99.78746015,100,,100,,100,,100,,,,100,,,99.91962492
100,100,,,84.1806305,,,100,95.89977221,,,,,100,100,100,99.4696795,,100,,100,,99.97608228,,,,99.97634816,,,100
99.88724227,100,,,84.17163967,,,99.86948577,100,,,,,100,100,94.29928741,99.94253534,,100,,99.9764717,,100,,,,100,,,100
100,100,,,98.77208745,,,100,100,,,,,99.92854823,91.67680043,87.66381766,100,,100,,100,,100,,,,100,,,100
100,100,,,99.88038278,,,99.86948577,100,,,,,100,99.96936275,100,100,,99.63724305,,99.93884943,,100,,,,100,,,100
100,100,,,99.76105137,,,99.86948577,100,,,,,98.34501558,99.89285168,87.14528944,99.9540494,,99.63724305,,100,,100,,,,100,,,100
100,100,,,99.97016706,,,99.86948577,100,,,,,99.86376906,100,98.92190376,99.80488925,,100,,99.99059443,,100,,,,100,,,99.9732334
100,100,,,100,,,100,100,,,,,99.94816974,100,98.92190376,96.206101,,99.63724305,,99.9906015,,100,,,,99.92902768,,,100
97.14333725,100,,,99.94033413,,,100,100,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
95.28254709,100,,,100,,,100,100,,,,,95.9282499,100,96.50166587,100,,100,,100,,100,,,,100,,,100
97.85982683,100,,,98.47442417,,,100,99.9349523,,,,,100,99.92355909,100,100,,95.13444302,,100,,100,,,,100,,,99.98663102
100,100,,,84.17163967,,,100,100,,,,,100,100,100,99.53717096,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,99.86251146,99.73695747,100,,100,,100,,97.8817734,,,,100,,,100
100,100,,,100,,,100,99.9349664,,,,,99.9135509,100,100,100,,98.91304348,,100,,99.1065563,,,,100,,,100
100,100,,,99.94609164,,,100,100,,,,,98.61397399,100,99.80293409,100,,100,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,100,100,95.05730659,99.87037304,,100,,100,,99.05437352,,,,100,,,100
100,100,,,100,,,100,100,,,,,99.96491474,100,96.38297872,99.97119816,,99.72752044,,100,,100,,,,100,,,100
100,100,,,100,,,99.86948577,100,,,,,100,99.90829895,95.33551555,100,,100,,100,,100,,,,99.97633696,,,100
93.96804695,100,,,91.3896676,,,99.86948577,100,,,,,98.43060324,100,95.01206758,100,,100,,100,,99.98731286,,,,100,,,100
100,100,,,100,,,100,99.80561555,,,,,100,100,100,100,,89.5480226,,100,,100,,,,100,,,100
99.81030667,100,,,80.79512664,,,99.97391758,100,,,,,99.91601344,100,96.00190386,99.97121474,,95.47325103,,100,,100,,,,100,,,100
100,100,,,79.69201155,,,99.97391758,100,,,,,100,100,96.00190386,99.23399335,,98.81422925,,99.97652472,,100,,,,95.98001363,,,100
100,100,,,99.84095427,,,100,100,,,,,99.49166902,100,93.75347029,100,,100,,99.95300752,,100,,,,100,,,100
99.376,100,,,99.76067012,,,100,100,,,,,100,100,100,100,,96.93333333,,100,,100,,,,100,,,100
100,100,,,98.91826923,,,99.97391758,100,,,,,99.98575904,100,100,99.97097242,,97.18120805,,100,,100,,,,100,,,99.78609626
100,100,,,89.06647294,,,99.97391758,100,,,,,100,100,99.6430696,100,,96.04365621,,100,,100,,,,100,,,100
100,100,,,99.30578512,,,100,100,,,,,99.83648514,99.78596545,100,100,,100,,100,,100,,,,100,,,100
100,89.35946797,,,99.90115321,,,100,100,,,,,100,100,100,100,,95.68062827,,100,,100,,,,99.97816594,,,100
100,100,,,90.96774194,,,99.97391758,100,,,,,95.55658566,100,100,94.50506625,,94.38902743,,100,,100,,,,100,,,99.94650261
100,100,,,91.14186851,,,100,100,,,,,97.87759757,100,100,99.97648719,,93.96863691,,100,,100,,,,100,,,99.94652406
99.91910694,100,,,99.62521295,,,99.97391758,100,,,,,100,100,99.58518519,99.95296331,,99.05660377,,100,,100,,,,100,,,100
97.90802213,100,,,99.76255088,,,100,100,,,,,99.88338192,100,99.58518519,100,,97.6442874,,99.98118621,,100,,,,100,,,100
100,100,,,82.72345531,,,100,100,,,,,97.49696397,100,92.94640378,100,,100,,99.91071848,,100,,,,99.69512195,,,100
100,100,,,80.05722461,,,99.97391758,100,,,,,100,100,92.97177643,100,,100,,99.98591417,,100,,,,100,,,100
100,100,,,87.9950875,,,100,100,,,,,99.9016163,100,92.97177643,100,,100,,100,,100,,,,100,,,100
100,100,,,86.57993838,,,100,100,,,,,100,100,96.99591444,100,,98.02784223,,99.99060945,,100,,,,100,,,100
97.81147682,100,,,99.50248756,,,100,100,,,,,100,100,86.29032258,100,,98.02784223,,100,,100,,,,100,,,99.91979682
100,100,,,100,,,100,100,,,,,100,100,100,100,,99.76470588,,99.26549207,,100,,,,95.99488709,,,100
100,100,,,99.6194825,,,100,100,,,,,100,99.92362914,100,97.17860648,,90.88811995,,100,,100,,,,100,,,100
100,100,,,99.65766451,,,100,100,,,,,99.81706888,99.57420925,100,99.93595491,,100,,100,,99.93652406,,,,100,,,100
100,100,,,99.96191927,,,100,100,,,,,100,99.90900819,86.29032258,100,,100,,99.94480729,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
94.71997558,100,,,96.83206107,,,100,99.89254245,,,,,100,100,100,100,,100,,99.93112948,,100,,,,100,,,100
99.97093868,100,,,99.84697781,,,99.81723238,100,,,,,100,100,100,99.9871959,,100,,100,,100,,,,100,,,100
100,100,,,99.23809524,,,100,99.89254245,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,89.50488145,,,99.79112272,99.89254245,,,,,100,100,100,100,,99.77477477,,100,,100,,,,100,,,100
99.98547778,100,,,100,,,99.97391758,99.89254245,,,,,93.47288028,100,100,100,,100,,99.96329939,,100,,,,100,,,100
100,100,,,100,,,99.97391758,99.89254245,,,,,100,100,100,100,,91.01123596,,96.59004919,,100,,,,100,,,100
98.06263656,100,,,100,,,99.97391758,99.89254245,,,,,100,100,95.59471366,100,,100,,99.08781548,,100,,,,100,,,100
100,100,,,93.67655288,,,100,99.89254245,,,,,100,100,100,100,,100,,98.97370109,,100,,,,100,,,100
100,100,,,93.98173025,,,100,99.89254245,,,,,89.59598074,100,100,100,,100,,100,,100,,,,100,,,100
95.14429684,100,,,100,,,99.84338293,99.89254245,,,,,100,100,100,100,,100,,99.99083746,,100,,,,100,,,99.74632844
100,100,,,80.79302587,,,99.84338293,99.89254245,,,,,100,100,100,100,,100,,100,,99.62891875,,,,100,,,100
99.8562989,100,,,100,,,100,100,,,,,100,100,92.04997161,100,,100,,100,,97.02770182,,,,100,,,100
100,100,,,100,,,98.92978335,99.89254245,,,,,99.97255763,100,99.91052789,100,,100,,100,,100,,,,95.85070892,,,99.88006397
100,100,,,100,,,98.92978335,100,,,,,99.62832955,100,92.07611474,100,,100,,99.99083914,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,96.09835833,100,92.07611474,99.79513444,,100,,99.99084081,,100,,,,100,,,100
100,100,,,80.21978022,,,100,99.89254245,,,,,100,100,99.82105577,99.84633116,,100,,99.99084249,,100,,,,100,,,100
99.98404595,100,,,80.21978022,,,100,99.89254245,,,,,95.28088346,100,100,100,,100,,93.6074878,,100,,,,100,,,100
99.85620706,100,,,80.79302587,,,100,99.89254245,,,,,99.88400567,100,100,100,,100,,99.92368077,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,93.51187189,99.82105577,100,,100,,100,,100,,,,100,,,100
100,100,,,85.7532379,,,100,100,,,,,100,94.83879895,92.5729443,94.60883664,,99.21524664,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,98.92978335,100,,,,,99.9871333,100,92.46884116,100,,99.77678571,,100,,99.94486713,,,,100,,,97.65358362
100,92.75517488,,,80.73782033,,,98.92978335,100,,,,,100,100,98.98628503,94.47906101,,100,,99.98910675,,100,,,,100,,,100
100,100,,,80.73782033,,,100,100,,,,,100,99.90843888,99.82116244,92.8653478,,98.99328859,,99.98910913,,100,,,,100,,,99.92376887
100,96.99331849,,,80.21978022,,,100,99.89254245,,,,,100,100,100,100,,98.99328859,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,99.09811948,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,98.92978335,100,,,,,98.77395625,93.072,100,100,,100,,99.98366458,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,97.93871481,99.96638655,100,92.49735822,,100,,100,,100,,,,100,,,100
96.14427861,100,,,80.73782033,,,100,100,,,,,100,100,96.28492478,96.48987676,,99.44071588,,100,,100,,,,100,,,99.96954005
100,100,,,80.73782033,,,100,100,,,,,100,100,99.93670886,100,,92,,100,,99.79072585,,,,100,,,100
100,100,,,100,,,100,100,,,,,98.76425156,100,97.87621359,100,,100,,99.97821825,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,100,99.84901862,100,92.80856283,,96.45320197,,100,,100,,,,100,,,100
100,100,,,85.69477637,,,100,100,,,,,100,99.93304319,91.4938304,100,,100,,100,,96.2479062,,,,100,,,100
100,100,,,85.69477637,,,100,99.91412623,,,,,97.08869814,99.56630525,99.1363212,100,,100,,100,,95.17152256,,,,100,,,99.81785064
100,100,,,100,,,100,100,,,,,100,100,99.44598338,100,,100,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,99.88909683,100,91.70653907,100,,96.7519685,,100,,98.18678589,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,99.48993659,99.66711052,84.67266522,100,,100,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,100,100,100,99.11956106,,100,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,100,99.83363833,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,99.81694561,100,,,,,100,100,100,99.90957241,,100,,100,,100,,,,100,,,100
100,100,,,80.21978022,,,100,100,,,,,99.96570409,100,83.17430025,99.94833376,,100,,100,,99.96204934,,,,100,,,100
100,100,,,100,,,100,100,,,,,100,100,91.18550369,99.84488108,,91.74950298,,100,,96.51134423,,,,100,,,99.96973366
98.85875204,100,,,80.21978022,,,100,100,,,,,99.9314693,100,97.87621359,100,,100,,100,,96.13839575,,,,100,,,100
100,100,,,80.21978022,,,100,99.97853156,,,,,99.28288485,100,93.34582943,100,,98.85177453,,100,,99.97119816,,,,100,,,99.96975197
99.92740999,100,,,80.62429696,,,100,100,,,,,97.18525744,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,100,,,,,99.9714734,100,100,100,,95.97107438,,100,,99.97121474,,,,99.8752858,,,99.80403979
100,100,,,100,,,100,100,,,,,99.96434938,100,84.67266522,100,,99.89690722,,99.30521631,,100,,,,100,,,97.94588469
100,100,,,79.96733805,,,100,,,,,,96.3787938,100,100,100,,100,,100,,100,,,,100,,,99.95987159
100,100,,,97.65380605,,,100,,,,,,99.98201654,100,83.17430025,99.9354172,,100,,99.94592256,,99.9712313,,,,99.66853118,,,100
100,100,,,100,,,100,,,,,,99.88621392,100,100,99.94841372,,98.855359,,100,,100,,,,100,,,100
99.98549884,100,,,80.21304067,,,100,,,,,,96.70232851,100,100,96.10237755,,98.23651452,,100,,100,,,,100,,,99.44223108
100,100,,,80.21304067,,,100,,,,,,99.94693201,100,97.43751977,96.27507163,,99.38335046,,100,,100,,,,100,,,100
100,100,,,80.57897695,,,100,,,,,,100,100,97.43751977,100,,99.58762887,,99.94058229,,100,,,,100,,,100
100,100,,,99.94114185,,,100,,,,,,100,100,100,100,,100,,99.96215603,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,100,99.89674755,,98.3,,99.9729364,,100,,,,100,,,100
100,100,,,80.63973064,,,100,,,,,,99.92707505,100,100,95.70520966,,99.41916747,,100,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,99.86092715,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,99.9463807,,,100,,,,,,100,100,100,99.51054217,,100,,100,,100,,,,100,,,99.97361478
96.54698243,99.89193084,,,100,,,100,,,,,,100,100,100,99.64947421,,96.07476636,,99.97835146,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,93.28445748,98.48020591,,100,,100,,100,,,,100,,,100
100,100,,,99.9194847,,,100,,,,,,99.74385919,100,99.89296227,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,93.28248753,100,,100,,100,,100,,,,100,,,100
100,100,,,99.9194847,,,100,,,,,,100,100,93.28248753,100,,97.24689165,,100,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,100,99.93992551,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,99.95438254,100,86.22875252,100,,100,,100,,99.75461894,,,,100,,,100
99.95159729,100,,,80.63340807,,,100,,,,,,100,100,100,99.9759904,,99.91289199,,99.83786413,,100,,,,100,,,100
100,100,,,99.94121105,,,100,,,,,,100,100,86.22875252,99.97600192,,98.86363636,,100,,100,,,,100,,,100
100,100,,,80.59450365,,,100,,,,,,100,100,99.91967871,99.96401583,,98.86363636,,100,,100,,,,99.93800372,,,100
100,100,,,100,,,100,,,,,,97.29223775,100,100,100,,98.86363636,,100,,100,,,,100,,,100
100,100,,,80.59450365,,,100,,,,,,97.49677769,100,100,100,,98.77622378,,99.93517718,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,97.48822606,100,100,99.30177515,,98.77622378,,99.97296859,,100,,,,100,,,99.69736842
100,100,,,80.59450365,,,100,,,,,,100,100,99.91967871,100,,97.09443099,,99.94056945,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,99.91659716,100,100,96.32804355,,100,,99.96760084,,100,,,,100,,,100
96.48425558,100,,,100,,,100,,,,,,100,100,100,99.56491871,,98.7654321,,100,,100,,,,99.29940243,,,100
95.79373734,100,,,80.90044743,,,100,,,,,,99.95832755,100,99.91967871,100,,99.50599859,,98.56733524,,100,,,,100,,,100
100,100,,,80.90044743,,,98.64016736,,,,,,100,100,86.28242075,100,,100,,100,,100,,,,99.95893224,,,100
100,99.96400288,,,80.90044743,,,98.64016736,,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,80.90044743,,,100,,,,,,99.87509541,100,100,100,,99.57446809,,100,,100,,,,100,,,100
100,100,,,80.59450365,,,83.28030084,,,,,,99.97919412,100,100,100,,100,,100,,100,,,,99.89726731,,,100
100,100,,,80.59450365,,,83.28030084,,,,,,100,100,100,100,,99.85754986,,99.9895703,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,99.76436343,100,100,100,,99.43422914,,100,,99.91304348,,,,99.91767853,,,100
94.28920713,100,,,100,,,83.28030084,,,,,,100,100,86.28242075,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,83.28030084,,,,,,100,100,94.89112228,100,,100,,99.98957465,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,98.72522239,100,93.8292011,100,,99.85955056,,100,,100,,,,100,,,100
100,100,,,80.90044743,,,100,,,,,,99.96457418,99.76790451,85.84422968,100,,99.36753338,,100,,100,,,,100,,,100
100,100,,,80.90044743,,,100,,,,,,99.94333876,100,100,100,,94.55252918,,100,,100,,,,100,,,100
100,100,,,80.90044743,,,98.74575385,,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
96.58037094,100,,,80.8951049,,,98.74575385,,,,,,99.86556287,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,99.83918521,,,100,,,,,,100,100,100,100,,97.79847587,,99.45519639,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,100,100,,100,,99.96385604,,100,,,,100,,,100
100,100,,,80.90044743,,,100,,,,,,100,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,90.57885411,,,100,,,,,,99.78122795,96.57824517,100,100,,100,,99.98967689,,99.97101449,,,,100,,,100
90.87388449,100,,,93.8534279,,,100,,,,,,99.78864309,100,86.45805233,100,,93.60061681,,100,,100,,,,100,,,100
100,100,,,100,,,98.64016736,,,,,,100,100,100,100,,100,,99.96388215,,100,,,,100,,,100
100,100,,,80.38612199,,,98.64016736,,,,,,100,100,86.45805233,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,100,100,,100,,100,,100,,,,99.95883079,,,98.68618619
100,100,,,80.90044743,,,100,,,,,,100,100,86.28242075,100,,100,,100,,100,,,,100,,,100
96.909257,100,,,80.90044743,,,100,,,,,,100,100,86.28242075,98.92522824,,100,,100,,100,,,,100,,,100
100,100,,,80.90044743,,,100,,,,,,100,99.92538427,100,100,,100,,100,,100,,,,99.95886466,,,100
100,100,,,100,,,100,,,,,,99.96477633,96.42299281,100,98.09490001,,100,,100,,100,,,,100,,,100
100,100,,,93.53423054,,,100,,,,,,100,100,100,99.07146215,,100,,100,,96.17923866,,,,100,,,100
100,100,,,80.38612199,,,100,,,,,,99.94373725,100,86.28242075,99.10672308,,100,,100,,100,,,,100,,,100
100,100,,,80.90044743,,,100,,,,,,100,99.72199509,86.28242075,99.64501242,,100,,100,,100,,,,100,,,100
100,100,,,93.53423054,,,100,,,,,,99.97190617,100,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,100,100,100,98.17173862,,100,,100,,100,,,,100,,,100
100,100,,,80.38612199,,,100,,,,,,97.70967101,99.90221643,100,100,,100,,100,,100,,,,100,,,100
100,100,,,100,,,92.20883534,,,,,,100,100,86.45805233,99.92873263,,100,,100,,100,,,,100,,,100
100,100,,,99.83918521,,,92.20883534,,,,,,100,99.52799479,95.94560564,95.3145917,,100,,99.93815389,,99.93188939,,,,100,,,100
100,100,,,80.35264484,,,100,,,,,,100,99.98373455,100,98.99715241,,100,,99.97940374,,100,,,,100,,,100
100,100,,,100,,,100,,,,,,99.96871285,99.90245489,100,100,,100,,99.91260988,,99.97278171,,,,99.69211823,,,100
100,100,,,99.88300673,,,100,,,,,,100,100,99.46308725,97.87656774,,100,,99.97947139,,100,,,,100,,,100
100,100,,,99.94158879,,,100,,,,,,98.61676159,100,99.9461497,99.50949566,,100,,99.84111527,,99.97279652,,,,100,,,99.91614758
100,100,,,100,,,100,,,,,,100,91.94460989,95.50505051,100,,100,,99.93349363,,99.95921142,,,,100,,,100
97.94918886,100,,,100,,,98.64016736,,,,,,99.94369722,100,99.50011902,100,,100,,100,,100,,,,99.83626688,,,100
100,100,,,94.11292481,,,98.64016736,,,,,,99.99375312,99.91760505,100,100,,99.34971098,,100,,100,,,,99.22920892,,,100
100,100,,,100,,,100,,,,,,99.64863847,100,95.43390515,100,,99.35344828,,99.97954801,,100,,,,98.63123994,,,100
