Atlas,Avro,Chukwa,Crunch,Curator,Datafu,Eagle,Eventmesh,Falcon,Flume,Giraph,Gora,Hama,Inlong,Knox,Kylin,Mahout,Metron,Mina,Oltu,Openjpa,Opennlp,Pig,Ratis,Sedona,Sentry,Struts,Submarine,Tiles,Zookeeper
100,100,100,100,100,100,100,100,98.43260188,91.61879013,97.86740844,87.67772512,100,100,100,100,100,100,100,100,100,100,100,94.46366782,100,100,100,100,100,100
100,100,100,100,100,100,99.11821438,100,100,99.96679947,99.50248756,98.42293907,100,100,100,92.28837877,97.1168437,100,100,100,100,100,99.31051465,100,100,100,100,100,87.96610169,100
100,100,100,100,100,100,99.97232217,100,100,100,99.72899729,100,100,100,100,93.21387724,100,100,100,100,100,100,96.72691744,100,100,100,100,100,100,100
100,100,98.25347067,100,100,100,100,100,100,100,97.26851852,100,97.77777778,17.7184466,100,91.90549961,99.80252765,96.42686994,99.59839357,100,100,100,100,100,100,100,99.9192028,100,100,100
100,100,100,100,98.51851852,100,100,100,100,97.67520216,97.26851852,100,92.39631336,17.7184466,95.84210526,100,100,100,100,100,100,100,97.18676739,93.81261049,100,100,99.34941719,100,100,100
100,100,100,100,99.8540146,100,98.47007853,100,94.75774424,100,100,100,99.13793103,100,100,93.55524079,100,100,100,100,100,100,88.37478311,99.49206349,100,99.79064899,100,100,100,100
100,100,100,100,100,100,99.93376606,100,94.75774424,100,99.77487618,97.14285714,100,100,100,97.01906412,99.48412698,100,100,100,100,100,99.84962406,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,94.75774424,91.4922813,99.7310623,100,100,84.89053346,100,100,98.04469274,100,100,100,100,100,88.8238573,100,100,100,100,100,100,100
100,100,100,100,100,100,98.16597294,100,100,91.37038315,99.50584007,100,100,100,100,91.59843361,99.6031746,100,96.9805895,100,100,100,100,100,100,100,99.26829268,100,100,100
100,100,100,98.99609593,100,100,100,100,100,99.72241499,99.50584007,100,97.9638009,17.39130435,100,99.89078995,100,100,100,100,100,100,100,99.80879541,100,98.89617109,100,100,100,100
100,100,99.55908289,97.95383001,100,100,100,100,95.69034318,99.86120749,100,100,97.9638009,17.39130435,100,99.89078995,96.56262347,100,100,91.625,100,86.36197441,99.7406639,99.55357143,100,100,100,100,100,100
100,100,99.47252747,100,87.71498771,100,100,100,100,99.86120749,100,100,97.97752809,100,100,100,100,100,100,100,100,100,100,98.72286079,100,98.78472222,100,100,88.37606838,100
100,100,100,99.64912281,100,100,100,100,96.26459144,99.40910671,100,100,100,17.39130435,100,99.89078995,100,100,100,99.72752044,100,100,97.00239808,100,100,100,100,100,98.96602659,100
100,88.62713241,100,100,100,100,100,100,95.71865443,99.19241573,100,100,100,17.39130435,100,99.89078995,100,100,100,99.72899729,94.60083064,100,99.91075413,99.80867347,100,100,100,100,100,100
100,89.02439024,100,99.75037444,87.13029576,100,100,100,95.71865443,99.85840708,97.97713281,100,100,100,99.28149859,100,100,100,100,99.72899729,100,99.59550562,100,91.92650334,100,100,100,100,100,100
99.89626556,99.17012448,100,100,100,100,100,100,95.71865443,99.61103253,100,100,100,100,100,100,100,100,100,99.45652174,100,100,99.9554764,99.95054402,100,100,100,100,100,100
96.3273872,100,100,100,100,100,100,100,100,91.77986764,100,97.14285714,100,17.39130435,99.76470588,100,100,100,100,97.29364005,100,100,96.21276596,100,100,100,97.94308256,100,100,99.864682
100,100,100,100,87.13029576,99.67266776,100,100,100,91.77986764,100,100,98.35294118,17.39130435,100,91.5658363,100,100,100,97.27891156,99.96833439,100,99.93894994,100,100,99.71711457,100,100,100,100
100,100,98.35042354,99.80099502,87.71498771,100,98.29104091,100,100,100,92.72373541,100,100,17.39130435,95.96934431,91.5658363,98.46577498,100,100,100,100,100,96.60486933,99.55621302,100,98.90988372,100,100,100,100
93.84098544,100,99.68468468,99.70252851,100,100,100,100,86.8466899,99.57537155,98.08940159,99.85465116,100,100,99.96882793,100,98.75146313,100,100,99.59349593,100,100,100,98.97008337,100,100,100,100,100,97.89545146
94.49339207,100,100,100,100,100,100,100,88.48594742,100,100,100,100,17.39130435,95.34467323,100,97.59080801,100,100,100,100,100,100,100,100,100,99.61549837,100,100,100
94.49339207,100,98.36283186,96.64602683,100,100,100,100,100,100,100,100,95.61200924,100,99.6,91.90549961,91.8245614,100,100,99.73333333,99.77876106,100,100,98.83608147,99.32249322,99.81350242,100,100,100,100
94.27312775,100,100,100,87.71498771,100,100,100,100,98.2492276,100,100,100,100,97.69544924,91.90549961,100,100,100,95.60155239,100,100,100,99.03846154,99.32249322,97.31873112,100,100,100,100
99.79466119,100,100,99.94606257,100,100,100,100,91.90515127,99.70149254,100,97.28915663,100,100,100,99.89078995,100,100,100,100,100,100,100,100,99.32249322,100,100,100,100,98.92037787
100,100,100,99.73060345,99.81273408,100,100,100,100,100,90.22967554,100,98.0349345,100,100,99.89078995,100,97.0407197,100,100,99.96845426,100,100,99.56793087,100,100,100,100,99.85207101,100
98.33159541,100,100,100,100,100,100,99.74587039,99.91803279,100,100,100,100,100,100,91.59843361,100,99.83579639,100,100,100,100,100,99.43127962,100,100,100,100,99.85207101,100
98.4358707,100,100,100,99.81273408,100,100,89.19117647,93.14546839,100,100,97.28915663,100,100,99.7323818,94.85693589,100,100,100,100,100,100,100,99.81282171,100,99.80820867,100,100,100,100
100,100,100,100,100,100,100,100,100,98.99125757,100,100,100,17.39130435,100,100,100,100,99.86910995,100,100,100,96.01602493,100,100,100,99.25925926,100,99.40740741,100
100,100,100,98.95233106,100,100,100,99.82578397,100,99.86296677,99.17146974,100,99.14346895,17.39130435,100,100,99.79108635,100,100,100,99.92122262,100,100,87.50681942,100,100,100,100,100,100
100,99.93131868,100,100,87.13029576,100,100,100,100,98.73544093,100,96.97885196,100,17.39130435,100,95.52184904,100,98.29020333,100,100,100,100,100,96.35653871,100,100,100,100,89.82118294,100
100,100,100,91.60220994,100,100,99.26778243,100,96.59173314,100,100,97.27272727,100,100,100,96.37430939,99.89550679,100,99.41444372,100,100,100,94.34362479,100,100,100,100,100,95.81699346,100
100,100,99.91289199,97.30679157,100,100,100,100,100,100,100,100,100,100,100,98.64111498,99.89557953,100,99.28664073,100,100,100,100,100,100,96.5735568,100,100,100,100
93.90519187,100,100,99.42987457,87.13029576,100,100,100,95.2732644,98.18601583,100,100,100,100,96.0807601,95.80924855,99.75584234,100,100,100,100,100,100,100,100,100,100,100,98.08743169,100
100,100,100,100,89.81937603,100,100,100,100,91.43148589,100,100,100,17.39130435,100,100,99.72135145,100,97.0042796,100,99.21334172,100,100,85.43123543,100,100,100,98.43101061,99.72067039,100
100,99.51956074,100,100,94.28162974,100,100,100,100,91.43148589,99.85652798,100,100,100,100,94.04672193,100,100,100,100,87.7672209,100,99.94334278,100,100,100,100,100,100,100
93.20619785,100,100,100,100,100,100,100,100,99.00752909,100,100,100,99.81651376,96.3533946,89.27503737,100,100,100,100,100,100,100,100,100,100,100,100,93.8961039,100
100,100,99.21807124,99.59490741,100,100,100,100,99.03988183,100,100,100,100,100,100,99.89078995,96.80416202,100,100,100,100,100,88.66506314,100,100,100,97.74520857,100,100,100
100,97.29916898,100,100,92.77899344,100,100,100,97.36842105,100,99.85683608,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.92779783,100,100,97.38154613,100
100,97.78085992,100,100,100,100,100,98.02405498,100,100,98.2869379,100,100,100,100,100,100,100,97.86910198,98.50560399,100,100,100,100,100,100,99.81248326,100,100,100
99.88636364,100,100,100,100,100,100,100,100,100,99.04323175,100,88.93617021,100,99.73396394,100,100,100,100,100,95.19408503,100,100,99.78757302,100,100,100,100,100,100
100,100,100,96.98759598,99.23780488,100,99.86970684,100,100,100,98.84856943,100,100,100,99.88190139,87.653874,99.8003992,100,99.63126844,100,100,100,100,100,100,100,100,100,99.61636829,100
100,100,100,97.93753683,100,100,100,100,100,99.10375733,96.11817245,100,100,95.7951312,100,87.653874,100,100,100,99.26380368,100,100,100,100,100,100,100,100,98.59335038,100
100,99.86282579,100,99.88331389,100,100,99.71275623,100,100,91.54109589,100,100,100,100,100,91.75972276,92.97423888,100,100,99.75490196,99.66604824,100,100,100,100,99.27219796,99.89304813,100,100,100
99.88636364,93.96551724,100,100,100,100,100,100,97.36434109,91.58145876,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,99.65156794,99.62092494,100,99.85611511,97.27272727,97.36434109,99.83113813,99.83004759,99.49127907,100,100,100,91.60569888,100,100,100,100,100,100,98.41822208,100,100,100,99.94655265,100,100,100
99.88636364,99.83212087,100,100,100,100,100,100,97.36434109,100,100,99.71139971,100,100,100,99.14814815,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,91.55332856,100,100,100,100,100,100,99,98.94019682,100,100,100,100,100,100,100,100,100,99.09718534,100,96.08801956,91.0657307
93.82448537,100,100,100,100,100,100,100,89.71471471,100,99.72982101,99.22041106,100,100,99.82269504,99.89078995,100,100,100,100,100,100,100,100,100,99.59692195,100,100,100,100
100,100,100,99.5373048,100,100,98.38370565,100,100,100,99.19327731,96.08856089,95.76271186,100,100,99.89078995,100,100,100,99.75490196,100,100,90.2077996,99.84076433,100,100,100,100,99.76635514,100
100,37.28598605,100,100,99.31869796,100,100,100,79.35349322,100,99.86608637,96.08856089,100,100,100,86.9145513,98.74027418,100,100,99.3909866,99.68460111,100,100,100,100,100,100,100,95.50827423,100
100,100,100,100,99.46929492,100,99.43495401,100,100,98.92364615,100,100,95.98308668,100,100,100,100,100,100,100,100,100,100,100,100,99.92690058,100,100,99.52210275,100
100,100,100,100,99.69719909,100,100,99.83844911,95.88719154,90.81044422,99.83344437,100,100,100,100,85.74026919,99.77884261,100,96.94148936,95.33255543,100,100,100,99.78802332,100,100,99.13157895,100,95.19832985,100
100,100,100,100,100,100,100,90.52167524,93.79679144,100,88.40372226,100,100,100,99.88158674,100,99.5951417,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,92.54004577,99.53917051,100,100,100,100,93.36898396,100,98.49710983,100,15.73498965,100,100,100,100,99.81785064,99.34328358,100,100,100,100,100,100,100,100,100,96.23217923,100
100,100,100,100,100,100,100,100,93.79679144,90.81044422,100,100,100,16.16314199,100,100,99.70749543,96.52232443,100,100,100,100,100,100,100,100,99.8951782,100,98.63481229,100
100,100,100,99.77037887,100,100,100,100,99.41520468,98.8173456,99.84726995,100,100,100,99.4636472,99.69834087,97.81643227,100,100,100,100,100,100,96.40776699,100,100,99.84301413,100,100,99.87789988
100,91.40794224,100,100,100,100,99.7519906,100,99.41520468,100,99.6952381,100,100,16.16314199,100,100,99.92503748,100,100,100,100,100,97.13563606,100,100,100,100,100,100,99.87789988
100,90.27993779,100,100,100,100,100,97.70114943,99.41520468,90.07633588,100,100,100,100,100,85.44925427,100,100,100,100,99.98145401,100,100,100,100,100,99.40150924,100,100,100
93.82448537,100,100,99.59490741,98.10892587,100,100,100,100,90.07633588,98.33976834,100,100,16.16314199,100,100,100,100,100,100,99.88870339,100,88.03959307,99.95527728,100,100,100,100,92.62899263,100
100,91.41414141,99.85479187,100,100,100,99.83077324,96.9065232,100,100,100,100,100,16.16314199,98.36591771,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73684211,100
100,95.71890145,100,100,100,100,99.85717995,100,100,99.5210728,99.41747573,100,100,16.16314199,100,90.90242113,99.66216216,97.55988359,100,100,93.44647048,100,99.89952273,100,99.05149051,100,100,100,100,98.3090379
93.82448537,93.09803922,100,100,100,100,100,100,100,100,99.27007299,100,100,16.16314199,99.97159091,90.83241657,100,100,100,100,100,100,100,100,100,100,100,100,99.7382199,100
100,99.68823071,99.66035905,100,100,100,100,100,98.05725971,98.80142533,100,100,100,100,100,100,93.03370787,100,100,100,100,100,100,100,100,100,100,100,100,100
93.82448537,100,100,99.65034965,100,100,100,100,100,99.93377483,100,100,100,96.92065986,100,85.41818182,100,100,98.15270936,100,99.80725425,100,89.68187526,99.91079393,100,96.68064291,99.84476067,100,97.5388601,100
100,100,100,98.76832845,100,100,99.67645917,100,100,100,100,100,100,100,100,85.35610465,98.46153846,100,100,100,100,100,100,99.64554719,100,100,100,100,100,100
100,100,100,100,100,100,99.65098242,99.86684421,100,100,100,100,98.98785425,100,100,100,100,100,97.94903667,100,100,100,99.60238569,99.86784141,100,100,100,100,100,100
100,100,100,100,100,100,100,98.00514801,97.68907563,100,99.35015291,100,96.64031621,100,100,85.35610465,100,100,100,100,99.56055546,100,99.81824791,100,97.72423025,99.83260797,100,100,99.48783611,100
100,100,100,100,100,100,99.89656064,93.96325459,100,99.33355548,100,100,95.40229885,96.50707618,100,100,98.48484848,100,100,100,93.23609845,100,100,99.78021978,100,100,100,100,97.64397906,100
100,100,100,100,100,100,100,95.33607682,100,100,100,100,96.74952199,99.77585176,98.64864865,88.55077976,100,100,100,100,100,100,95.9528362,100,100,99.39393939,100,100,96.32352941,96.05405405
100,100,100,91.74364896,97.84117194,100,100,100,100,100,92.15254859,100,100,100,100,88.55077976,100,100,100,100,100,99.68763945,100,99.42579505,100,100,99.69064192,100,99.88738739,100
95.04132231,100,100,100,100,100,98.52998066,100,100,98.49246231,98.07562458,100,99.42196532,99.91051454,100,91.21912975,100,100,97.11538462,99.55156951,100,100,100,100,100,100,100,100,94.57459926,100
95.34161491,100,100,99.66235228,97.84117194,100,99.87138264,100,100,100,100,100,100,100,100,91.68591224,100,100,100,100,99.90606801,100,99.92902768,100,100,99.93229519,100,100,100,100
100,100,100,100,97.84117194,100,100,100,98.36065574,98.90909091,97.9966611,99.58188153,100,100,100,86.77626876,100,100,100,99.77678571,100,100,100,100,100,100,100,100,100,100
100,100,100,100,97.84117194,100,100,100,100,100,99.89648033,100,99.6124031,100,100,100,100,100,99.27884615,97.68467475,100,100,100,99.82332155,100,100,100,100,100,99.89539749
100,100,100,100,97.84117194,100,100,100,96.74711438,98.87784546,99.62108164,100,100,100,100,100,96.3410172,100,100,99.12854031,100,100,99.95744077,99.82332155,100,100,99.8716303,100,100,100
100,100,100,100,97.84117194,100,100,100,98.27956989,99.90583804,99.30651872,99.72318339,100,100,100,100,98.27586207,100,98.35002946,100,100,100,100,100,100,100,100,100,100,99.79144943
93.37676439,100,100,100,97.84117194,100,100,100,98.41938883,98.77319912,95.95898673,100,100,100,100,99.36686599,97.24409449,100,100,100,100,100,100,100,100,100,99.53632148,100,100,100
93.37676439,100,100,100,97.84117194,100,99.4273352,89.65517241,98.41938883,100,100,100,99.22178988,100,100,100,97.68578879,100,100,100,99.868791,100,100,99.77836879,100,100,99.94826694,100,100,100
100,100,100,99.72020145,97.84117194,100,100,100,100,99.40307886,100,100,100,100,100,100,99.73395411,100,99.07300116,100,100,100,100,100,100,100,99.87090111,100,100,100
100,100,95.17384536,100,97.84117194,100,99.96220234,97.26538222,100,99.84409105,94.4937833,99.86282579,100,100,99.38752784,85.34985423,100,99.88695456,99.7104806,100,99.83168132,99.91103203,100,100,100,100,100,100,100,100
100,99.68968192,100,99.88851728,97.84117194,100,100,100,100,99.65817278,92.79731993,100,98.6381323,100,96.44800917,100,100,100,100,100,99.86925663,100,100,100,100,99.56021651,100,100,99.45578231,100
93.37676439,100,100,99.88876529,97.84117194,100,99.26776922,99.74326059,100,99.78334881,100,100,100,100,100,85.34985423,100,99.95485327,100,96.4360587,99.94400896,100,100,99.86743261,100,100,100,100,97.73030708,98.06970509
100,100,100,100,90.77705156,100,100,100,99.89200864,100,100,100,100,99.51785445,100,85.34985423,100,99.932341,100,100,100,100,90.88196905,100,100,99.8648192,100,100,98.67899604,100
93.37676439,100,100,97.62162162,92.3816568,100,99.92412747,99.23175416,100,98.9260897,100,100,100,98.6962963,100,100,98.73294347,100,100,100,100,99.73321476,94.39400817,100,100,100,100,100,100,100
100,100,100,100,97.84117194,100,99.79795429,99.11671924,100,35.0656168,99.86595174,100,96.77419355,100,100,100,100,100,99.76905312,100,99.79550102,99.68916519,95.59027778,99.73486522,100,100,100,100,99.20529801,96.27857523
100,100,100,99.42287513,96.13034623,100,100,100,100,100,100,100,100,100,100,100,99.8729352,100,100,100,99.16201117,100,100,99.69135802,95.92356688,100,100,100,100,100
100,100,100,99.89550679,100,100,100,93.01423027,100,100,98.93653516,97.07165109,100,100,100,100,99.71509972,100,100,100,100,100,100,99.73707274,96.36591479,100,100,100,100,100
93.37676439,100,99.88901221,100,100,,100,90.42553191,100,100,100,100,100,100,100,100,100,99.88741274,100,98.0671414,100,100,96.66265268,95.03642987,100,100,100,100,100,100
93.66812227,100,100,99.47616553,100,,100,100,100,100,96.56652361,100,97.76536313,100,100,86.37266587,99.65332493,100,100,99.79508197,99.90648962,100,100,100,100,100,100,100,99.47437582,100
100,100,100,100,100,,100,100,98.91891892,100,100,99.03737259,100,100,100,87.65810655,100,99.77558348,100,100,100,100,91.71543526,93.60465116,100,100,100,100,99.34895833,100
100,100,22.15665236,100,100,,100,100,100,98.7534626,100,100,100,18.69714286,100,100,99.08488482,100,100,100,100,100,91.2460733,99.65551181,100,100,100,100,99.61139896,100
100,100,100,99.73725696,100,,100,100,96.09544469,99.17695473,99.90657116,100,100,18.69714286,100,99.36686599,100,100,99.76905312,100,99.86937862,100,90.6911706,100,100,100,100,100,99.3556701,100
100,84.10774411,100,99.58224543,100,,100,100,96.96641387,100,99.81325864,100,92.89617486,18.69714286,100,99.36686599,100,100,99.76905312,100,99.85091316,99.95563443,100,100,100,100,100,100,98.44559585,100
100,100,100,27.4041134,92.82229965,,100,100,98.91891892,94.97126437,100,100,100,100,100,85.34985423,100,100,100,100,99.90690747,100,96.5648855,100,100,99.69656102,100,100,100,100
100,100,100,100,100,,100,100,97.06840391,100,100,99.88764045,100,100,100,100,98.86471145,100,100,100,100,100,99.96605567,100,98.13895782,97.49348958,99.21793535,100,97.55784062,99.43386516
100,96.37681159,100,100,100,,99.43410463,100,99.89106754,100,97.64816557,100,100,100,100,85.34985423,100,100,100,100,99.96278377,100,99.96605567,100,100,100,100,100,99.62216625,100
100,100,100,100,100,,100,100,100,100,100,99.20634921,87.5,100,100,86.13400215,100,100,100,100,100,99.77807368,99.91518236,97.82501236,100,100,100,100,98.63354037,100
100,95.88414634,100,97.71126761,100,,100,100,97.55351682,97.20496894,100,100,100,100,100,98.59207114,100,100,100,100,92.71800473,100,99.94918699,99.18699187,100,100,100,100,98.66017052,100
100,100,100,96.75070028,100,,100,94.91109749,100,100,100,100,97.52186589,18.69714286,100,100,99.90574929,100,99.82668977,100,100,100,100,99.84439834,100,100,100,100,99.02912621,100
93.66812227,100,100,100,100,,100,100,100,100,99.93670886,100,100,100,100,85.38713195,100,100,100,100,100,100,100,96.85230024,100,100,100,100,99.39246659,100
100,100,100,100,100,,99.93735121,100,100,100,100,100,100,99.7983871,100,99.36686599,100,100,100,100,99.76868327,100,100,96.28857381,100,100,100,100,100,100
100,100,100,100,100,,100,100,100,100,100,100,100,99.7983871,92.41761446,100,100,100,100,100,99.8401421,100,97.44973939,100,100,100,100,100,100,100
100,100,100,100,92.57460097,,100,100,100,100,100,100,100,100,98.05249788,85.34985423,100,100,100,100,100,100,100,93.74257426,100,100,100,100,97.61904762,92.48554913
100,100,100,99.40184883,99.75579976,,100,100,99.71236817,100,96.20838471,100,97.62611276,100,100,100,99.65689333,100,100,100,100,100,99.91728701,100,100,100,99.94731296,100,100,100
93.66812227,100,100,100,100,,100,100,99.71236817,99.67948718,100,100,98.78787879,18.69714286,100,85.28769119,100,99.91043439,100,100,100,100,99.87618655,100,100,100,99.89468141,100,100,100
100,98.67394696,100,100,100,,100,100,99.71236817,92.85714286,100,100,100,18.69714286,100,85.28769119,100,100,93.88646288,100,100,100,99.67023908,96.68049793,100,100,100,100,98.95104895,100
100,100,100,99.72958356,100,,100,100,100,95.4887218,95.82253886,99.65772961,96.89349112,18.69714286,100,100,97.98903108,99.24242424,100,100,98.50531244,100,94.30651484,100,100,100,100,100,100,99.89339019
99.42462601,100,100,99.73089343,100,,100,95.12711864,100,100,95.73070608,99.65772961,98.83040936,100,100,86.79245283,100,99.9113082,94.1561988,100,99.90870915,100,100,100,100,98.80336352,100,100,99.65437788,99.73418394
100,100,100,99.45205479,97.68545994,,100,100,100,100,100,100,100,18.69714286,97.7706151,88.58984079,99.88009592,99.66799469,99.88412514,100,100,85.79040853,100,100,100,100,98.74733475,99.42630185,100,100
100,100,100,99.01693064,100,,99.96238716,100,100,100,99.84610649,99.65772961,94.06657019,100,90.40619989,100,100,99.93377483,91.43045485,100,100,88.78361858,100,100,100,100,99.35639582,99.73568282,94.19953596,100
100,98.67394696,100,100,98.62275449,,100,100,96.40980736,100,100,99.65772961,99.71590909,18.69714286,88.53467562,85.28769119,100,100,99.08396947,100,100,99.93686869,100,100,100,99.46843854,100,100,98.36829837,100
100,100,100,100,100,,99.8746553,100,98.53300733,100,100,100,100,100,100,100,98.77375843,100,92.86186385,100,100,100,100,99.83086681,100,100,100,99.82417582,100,100
98.85583524,99.29133858,100,100,94.70553242,,100,99.90176817,100,20.88218872,96.29404617,100,97.21448468,18.69714286,99.91438356,100,100,100,99.3006993,100,100,99.84212188,100,100,100,99.01218308,100,100,99.42263279,100
98.85583524,100,98.45916795,100,100,,100,100,95.65217391,100,100,100,97.16981132,100,100,100,100,100,99.29988331,100,100,100,100,100,100,100,100,100,99.76958525,100
100,87.95275591,100,99.83982915,84.21052632,,100,99.80372915,95.65217391,99.93150685,100,99.65772961,100,100,100,100,100,100,99.88331389,92.75653924,100,100,100,99.83086681,100,100,99.73411327,100,100,100
100,100,100,99.83991462,100,,100,97.00787402,100,20.85889571,99.01345291,100,100,100,100,100,100,99.10067997,100,100,100,100,99.93179881,98.24847251,100,99.93476843,100,100,93.8121547,99.84093319
99.8853211,100,100,95.53792762,100,,100,96.69638175,100,99.6996997,100,100,100,18.69714286,100,100,100,87.34887737,99.82507289,100,100,100,100,99.84270547,100,99.90218455,100,100,92.78131635,100
100,100,100,99.76883957,100,,99.67447102,96.72875965,98.53300733,100,99.9405116,100,98.4,18.69714286,100,100,100,100,100,100,100,100,100,99.88193625,100,100,100,100,96.50053022,100
99.5412844,92.5900277,100,100,100,,99.83721513,100,98.53300733,100,100,100,96.11528822,100,100,100,100,100,100,100,100,100,100,100,100,99.93485342,100,100,100,100
100,100,100,98.30028329,100,,100,100,100,100,100,100,97.99764429,100,100,85.47486034,100,100,100,100,100,100,100,100,100,100,100,100,100,100
93.36235038,100,100,100,100,,99.71278721,99.49152542,100,98.10495627,100,100,100,100,100,100,100,100,99.70896391,100,100,99.09572809,93.50370659,100,100,100,100,100,100,99.62923729
93.36235038,100,100,100,100,,100,99.91532599,89.48948949,100,100,100,94.11764706,99.07023316,100,97.62504498,100,100,100,100,100,100,100,99.92132179,100,100,100,100,95.7537155,99.04051173
100,100,100,100,100,,100,98.5940246,100,86.73621461,100,100,100,18.44003607,99.2022792,97.62504498,100,100,100,100,100,100,100,99.44946913,100,100,100,100,100,100
93.36235038,100,100,100,100,,100,100,100,100,100,99.32088285,100,18.44003607,100,100,100,100,100,97.53694581,100,100,100,97.71801141,100,98.74031008,100,100,100,100
100,100,100,100,100,,99.91254373,100,100,100,100,100,100,100,88.14174107,85.47486034,100,100,100,99.80276134,97.79398684,97.55879726,100,99.95773457,100,100,100,100,99.0516333,100
100,100,100,99.7582205,100,,99.91254373,93.57889497,100,100,100,100,100,99.78768577,88.25955458,100,100,100,100,97.74288518,100,99.06651109,100,98.42753931,100,95.13729977,100,100,99.47862357,100
100,100,100,96.28482972,100,,100,99.78142077,100,100,100,100,100,100,100,85.47486034,100,100,100,100,100,99.85263778,99.93158495,99.05982906,100,100,100,100,98.97119342,96.13647767
100,93.26788219,100,99.83700081,83.05084746,,100,100,97.86700125,100,100,100,100,100,100,88.1645324,100,99.85065074,97.18390805,100,100,100,100,100,100,100,100,100,100,100
100,100,100,96.26966292,100,,99.9502054,95.98393574,97.86700125,100,100,100,100,100,100,88.04858934,100,100,94.97578692,100,100,100,100,100,100,100,100,100,100,99.76569822
100,100,100,100,100,,98.19373995,97.22557298,97.86700125,100,100,100,100,99.44946358,100,88.04858934,100,99.85090522,94.26086957,100,100,100,100,99.82905983,100,100,96.8983661,100,99.6941896,100
100,100,100,99.84977466,100,,100,96.85681024,97.86700125,100,87.01550388,100,100,100,100,88.14729574,100,100,100,99.80544747,100,99.97057092,100,100,98.29268293,100,96.8983661,100,100,100
100,100,100,100,100,,100,100,97.86700125,100,100,100,97.52781211,100,100,100,100,100,100,99.80544747,99.87849332,100,100,100,100,100,97.03622393,97.11934156,100,100
100,100,100,100,100,,99.9754058,92.92128896,100,100,100,100,97.76674938,100,100,86.26151013,100,100,100,100,100,100,98.08830223,100,100,100,99.74424552,100,100,100
100,100,100,100,100,,100,88.68517548,98.62842893,17.75280899,100,100,100,100,100,100,100,100,100,100,99.75677554,98.52808651,100,100,100,100,99.80119284,100,100,100
100,100,100,100,83.05084746,,100,99.94469027,100,17.75280899,100,100,92.67707083,100,100,100,100,99.95742869,97.39978332,100,100,99.84686064,100,99.8292787,100,97.90647091,99.49037373,100,98.37892604,92.92875989
100,100,100,99.84977466,100,,100,99.72329828,99.11727617,17.75280899,95.34806994,100,99.76635514,100,100,100,100,99.07582441,99.83212087,100,100,100,95.05711775,100,100,100,99.32241671,100,99.59879639,100
100,100,100,99.9,82.29007634,,99.37137927,93.71727749,99.37106918,17.75280899,100,100,100,100,100,100,100,100,100,100,100,92.45283019,100,100,100,100,100,100,100,100
100,100,100,100,100,,100,100,99.37106918,100,100,100,100,100,100,100,100,100,100,100,99.89570659,100,99.95751912,98.13387424,100,98.52982754,100,100,100,100
100,100,99.8476384,99.95014955,100,,100,100,99.37106918,100,100,100,100,100,99.97239094,100,99.81214778,100,100,100,100,100,100,100,100,98.52982754,100,100,100,100
100,100,100,100,100,,99.23982344,98.91250618,100,100,100,100,96.59224442,100,100,100,100,99.07582441,100,100,100,100,97.93834675,100,100,100,99.7741389,100,100,100
100,100,100,100,100,,99.91483149,100,100,100,94.70160116,100,100,100,100,100,100,98.5375159,98.64204237,100,100,100,99.96341017,100,100,99.16450591,100,100,100,100
100,100,100,98.79923151,100,,99.95134412,99.60745829,100,100,99.94505495,100,99.64705882,99.88721274,100,100,100,100,100,100,100,100,99.96338338,99.65291169,100,100,100,100,100,99.87849332
95.1496388,100,100,99.35483871,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8019802,100,100,100
93.70932755,100,100,100,100,,100,100,100,100,98.8630061,99.88764045,99.29824561,100,99.36882547,100,100,100,99.84185556,100,100,100,100,100,100,100,100,100,100,92.35966736
100,100,99.69527679,99.90808824,100,,100,100,100,100,96.40224123,100,100,100,100,100,100,100,99.52656497,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,,100,100,97.37783075,100,100,100,100,99.81697874,100,85.71428571,100,100,96.89406545,100,100,100,100,100,100,100,100,100,100,94.10912603
100,100,100,100,100,,100,100,100,100,100,100,100,100,98.35587377,100,100,100,92.35944258,100,100,100,100,100,100,100,100,100,100,77.37889273
100,100,100,100,100,,100,100,97.05882353,100,100,100,100,100,100,96.91313711,100,100,98.40791738,100,95.6654768,99.873193,99.8716303,100,100,100,100,100,100,100
100,100,100,99.4947175,100,,99.79346373,100,100,100,100,100,100,100,100,96.91313711,100,100,100,100,99.90036533,100,100,100,100,99.68290574,100,100,100,99.6624156
93.77729258,100,100,99.90859232,98.0239521,,98.29113135,93.4122491,100,100,99.00466563,100,95.81795818,100,100,100,100,100,99.18625678,100,99.08955471,100,100,100,100,100,100,100,100,100
100,100,100,99.77200182,100,,99.88458579,100,100,100,91.71471927,100,95.98393574,100,100,100,100,99.9155227,100,100,100,100,99.74340176,100,100,100,100,100,100,100
