c4de0e35a13934b451f4d05ea92e37bd0ffff179,OPENNLP-793,Improvement,99.68814969
23481366a672d2b280006aba94590a1ee1750449,OPENNLP-1515,Task,100
818c734ccb61010ef34cf3b1eef56da88914f4fc,OPENNLP-1517,Improvement,100
6fde608cb0dd5866c6330f3e3dcd04f791c4ef96,OPENNLP-1513,Task,100
8da0a97a02d8ea251ded5edc50cb2182ebb94e51,OPENNLP-1512,Improvement,100
886493a6a461df166c65381c004737346105149a,/,/,100
9dc0131b4ed3d28364e7e7525c5b73e979953f6c,OPENNLP-1511,Task,99.87882984
7f86a146742b9b824025cc2bcd1eb336587a9804,/,/,100
ed99d02434c5468a645b66c4bdb76c1bd11d5423,/,/,100
2c8c1ee1646afaba1c4fa37cc5bc6bf166967f3a,/,/,100
092f2f286038ac3c15a98f86f7d0578b49b2d9ba,/,/,100
18778645da4df4dd719e7356a00ae8f905794501,OPENNLP-1509,Improvement,99.96528983
ebf47a8c70b93762cf1d99285441d380563459b4,OPENNLP-1508,Improvement,100
5c41f090b1db7990024de7647d5739ff82f07990,OPENNLP-1507,Improvement,97.76957638
bd61fbd43ac0f4ce6d503b649ac599d23032455c,/,/,100
125717fad4e299ba0f46f0d9be52f2df9ef7ea1c,/,/,99.7005988
008b3be7d183f674b7aedc7b2186d203cfde21fe,OPENNLP-1501,Improvement,95.97400539
8c8ca1874225a9650ada0ddf8703db68e1859f4c,OPENNLP-1503,Task,100
a43bf6d2839e9c41a96d1824d1ece0ab2e262b81,OPENNLP-1174,Planned Work,94.29342934
870b845d309569c707ff87d90456dfea0970aa7c,OPENNLP-1497,Improvement,100
df2e51c1d83f1184c82a21bb9588bb9b007e37dc,OPENNLP-1500,Dependency upgrade,100
2ffa3bb02fe22748f5e64806316be4e7b9e95fe2,OPENNLP-1499,Dependency upgrade,100
4297300c9175a177f0932df26e193dacb8bb6b2b,OPENNLP-1498,Dependency upgrade,100
f969ee4be730caf77e2e0ddf424c648052a33948,OPENNLP-1496,Task,100
ac7bebc402171d4da3173d9b3ecc18d85fb0b53a,OPENNLP-1494,Improvement,100
3224ff519b74b137a6325c7aa46653ac388f93da,OPENNLP-1495,Improvement,98.35868695
edd904000b6ef76058ef7f226a3a2d020524a8e2,OPENNLP-1493,Test,95.26650756
5ba74dbd50fb98df44ec7215416c4bf9bb440ee4,OPENNLP-1491,Improvement,100
65c52ca8c626608eb59d71e78901029edae23594,OPENNLP-1490,Improvement,100
0f8b5e2498233d2f5aa2936e1deef623f44b42c4,OPENNLP-1489,Improvement,100
f1f38177f1d845b935c28e7d0a4a87963f82797f,OPENNLP-1488,Improvement,100
4399974aced5b9efe096b540269e252f44b84087,OPENNLP-1487,Improvement,100
265e643cd85fdeaea9a13b1e4e861bb1aa8226e3,OPENNLP-1482,Task,100
0880435facc86783e34d285aabdb9cea2cc2fa0f,OPENNLP-1484,Improvement,100
ec1b95e5bcc635b51ad23300d0d1c363270e6af0,/,/,100
56f6e1fc98e7622250c4555626a77900d5a3cea5,/,/,100
9b62d587106d6bf7b4ccfdb67e4fa4378c533941,OPENNLP-1442,Task,99.73144063
