NMF,NAD,CFC,NCC,NMC,a2a
0,0,0,0,0,100
12,0,3,5352,10,11.11111111
11,0,9,2235,6,66.66666667
11,11,43,3507,25,50.90909091
8,8,79,5057,52,77.47747748
2,0,0,0,0,100
1,1,8,403,7,98.61111111
9,4,11,602,5,87.07482993
8,2,14,645,9,96.62162162
1,0,1,33,1,100
15,0,0,20,0,100
1,0,1,3,1,100
0,0,0,0,0,100
2,1,44,2650,17,97.35099338
14,3,46,2169,20,95.0310559
1,0,0,7,0,100
5,2,1,95,2,94.64285714
1,0,0,8,0,100
0,0,0,0,0,100
2,1,36,3828,13,94.28571429
5,1,60,2666,18,97.83783784
6,0,4,104,0,100
0,0,0,0,0,100
7,0,4,2256,1,98.39572193
6,0,4,104,0,100
3,1,13,749,10,98.93617021
1,0,0,16,0,100
1,0,0,14,1,100
1,1,30,2702,9,94.55445545
3,1,16,1886,6,99.07407407
1,1,5,1297,4,99.09090909
1,1,13,1387,5,99.10714286
28,13,101,5171,48,86.4
9,0,0,2,0,100
4,1,131,5442,13,99.27536232
1,1,11,943,4,98.57142857
8,3,15,553,14,96.88581315
8,2,39,3376,18,95.34883721
16,3,38,1829,23,96.22641509
5,0,0,198,0,100
4,0,3,73,0,100
1,0,160,10108,11,100
6,0,4,422,2,99.38461538
3,0,1,120,1,100
6,1,21,817,9,91.09195402
1,1,8,858,4,98.41688654
10,1,6,345,3,98.49246231
2,0,9,705,6,99.01960784
3,0,9,423,4,91.03641457
9,0,1,31,3,100
0,0,0,0,0,100
1,1,5,855,4,90.73033708
0,0,0,0,0,100
27,12,80,3574,39,92.48291572
2,0,70,2799,33,99.15611814
1,0,0,16,0,100
8,0,2,620,2,99.12663755
7,1,13,644,7,94.87804878
2,0,4,227,0,99.73262032
4,0,2,32,1,100
1,0,0,90,0,100
2,0,3,66,1,100
4,0,19,383,2,100
4,0,1,14,0,100
4,0,10,565,2,100
5,1,100,2201,9,99.46808511
1,0,0,0,0,100
1,0,3,100,1,100
1,0,1,31,0,100
5,0,20,1641,4,100
1,0,0,297,0,100
6,0,0,357,1,100
3,1,28,1235,15,98.68766404
6,1,6,316,3,99.22279793
6,0,4,372,0,100
2,0,3,51,1,100
2,0,9,1112,1,100
3,0,0,86,1,99.74226804
1,0,21,884,2,100
1,0,7,112,1,100
5,0,76,2111,4,99.2248062
3,0,1,111,0,100
1,0,1,21,0,100
1,0,0,22,0,100
1,0,0,17,0,100
1,0,2,129,1,99.74093264
15,2,29,741,13,85.38681948
1,0,0,0,0,100
3,0,22,508,0,99.67948718
2,1,22,756,6,98.71794872
3,0,8,431,3,100
2,0,1,269,1,98.71794872
1,0,0,76,0,100
0,0,0,0,0,100
19,1,94,5453,43,76.74418605
19,1,0,31,0,98.41269841
6,0,79,6841,4,99.73684211
0,0,0,0,0,100
2,0,0,56,0,100
12,0,1,158,0,100
1,0,3,123,0,100
2,0,2,29,0,100
1,0,2,251,2,100
0,0,0,0,0,100
1,0,0,60,0,100
6,0,3,338,1,93.42105263
6,1,8,842,5,98.95561358
5,0,4,319,4,100
4,0,1,84,0,100
2,0,0,30,0,100
2,0,0,40,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
3,0,0,77,0,100
1,0,1,52,0,100
3,0,3,241,2,100
96,8,678,59600,221,15.4589372
0,0,0,0,0,100
0,0,0,0,0,100
2,0,1,44,0,100
3,0,2,129,2,100
2,0,0,43,0,100
2,0,0,27,0,100
4,0,4,876,3,98.85057471
5,0,3,178,1,100
1,0,3,60,1,100
1,0,0,17,0,100
1,0,0,40,0,100
7,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
3,0,9,1105,4,98.34123223
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
15,0,6,1492,1,97.10144928
0,0,0,0,0,100
