CommitID,FileNum,TotalAddLines,TotalDeleteLines,LC,FileName,AddLines,DeleteLines,CodeLines,FileAdd,FileDelete,NAD,NDEV,NUC,AGE,NS,ND,Entropy,LT,EXP,REXP
7fb917417d1e19b65933f4d2ab331e43df78691e,1,37,0,37,signature-api/src/test/java/org/apache/labs/amber/signature/signers/hmac/HmacSha1MethodAlgorithmTestCase.java,37,0,0,1,0,1,1,1,0.0,1,1,0.0,0,77,17
f7f6890963d700c03edd3c9b55480a0b567b3a19,1,9,0,9,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractKey.java,9,0,26,0,0,0,1,3,78.0,1,1,0.0,26,78,18
3adfb3f3892bdff89038236617eaade52af77c56,1,1,1,0,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractKey.java,1,1,34,0,0,0,1,4,0.0,1,1,0.0,34,79,19
a0332e7aaacbb6b4e8ca5b713357f3e426d2dc77,1,3,0,3,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractKey.java,3,0,34,0,0,0,1,5,0.0,1,1,0.0,34,80,20
35c1efe89df361e7646da515d6050069b84d99c2,1,11,0,11,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractMethodAlgorithm.java,11,0,182,0,0,0,1,12,3.0,1,1,0.0,182,81,21
3321b4756523caa4b834ea8b44bf738a1313307e,1,5,2,3,signature-api/src/test/java/org/apache/labs/amber/signature/signers/AbstractMethodAlgorithmTestCase.java,5,2,45,0,0,0,1,2,2.0,1,1,0.0,45,82,22
2f1c54bd14ac564bb9b00ef72310f76660feea0f,1,2,2,0,signature-api/src/main/java/org/apache/labs/amber/signature/message/RequestMessage.java,2,2,87,0,0,0,1,2,82.0,1,1,0.0,87,83,23
ca0bb3fdd143fd0aade277b0380855326f49bac6,1,1,1,0,signature-api/src/main/java/org/apache/labs/amber/signature/signers/hmac/HmacSha1MethodAlgorithm.java,1,1,71,0,0,0,1,4,3.0,1,1,0.0,71,84,24
5a30a16a743bdde7bde1a9229a08b960eb57f6e5,1,37,0,37,signature-api/src/test/java/org/apache/labs/amber/signature/signers/plaintext/PlaintextMethodAlgorithmTestCase.java,37,0,0,1,0,1,1,1,0.0,1,1,0.0,0,85,25
a2be70dec833f63402a0f396a972b4d8f71525ac,1,1,1,0,signature-api/src/test/java/org/apache/labs/amber/signature/signers/plaintext/PlaintextMethodAlgorithmTestCase.java,1,1,26,0,0,0,1,2,0.0,1,1,0.0,26,86,26
985085bf312d0c69e0bb69e6ce9acc7c952441c6,2,4,2,2,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/DerRsaSha1SigningKey.java,2,1,49,0,0,0,1,3,78.0,1,1,1.0,99,87,27
,,,,,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/DerRsaSha1VeryfingKey.java,2,1,50
a45a70502416e57de901e59627f1d3a4603d44b3,1,52,0,52,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/RsaSha1MethodAlgorithm.java,52,0,0,1,0,1,1,1,0.0,1,1,0.0,0,88,28
9b13cb32b2575fb3fd3b43504363d9d4ba21fc06,1,11,1,10,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractMethodAlgorithm.java,11,1,189,0,0,0,1,13,1.0,1,1,0.0,189,89,29
b0c12f885ae986e9d481ae8c76deb67cd66d5f17,1,19,1,18,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/RsaSha1MethodAlgorithm.java,19,1,36,0,0,0,1,2,0.0,1,1,0.0,36,90,30
2029503e6488b66906df29cb58ccd6dc2d725973,1,7,1,6,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/RsaSha1MethodAlgorithm.java,7,1,47,0,0,0,1,3,0.0,1,1,0.0,47,91,31
55b75c43959aef9c7c59ec61654463277861cbdf,3,14,4,10,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractMethodAlgorithm.java,12,0,192,0,0,0,1,14,0.0,1,3,1.2516291673878228,316,92,32
,,,,,signature-api/src/main/java/org/apache/labs/amber/signature/signers/hmac/HmacSha1MethodAlgorithm.java,1,2,71
,,,,,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/RsaSha1MethodAlgorithm.java,1,2,53
514a26ead1813058b6c22c2dc697cedb06ce462f,1,15,0,15,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/AbstractRsaSha1Key.java,15,0,77,0,0,0,1,4,79.0,1,1,0.0,77,93,33
c405b9a931dc9ec283a2e60a90bb1a1583c0ba82,1,6,2,4,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/AbstractRsaSha1Key.java,6,2,83,0,0,0,1,5,0.0,1,1,0.0,83,94,34
79ab206690fc1b167a3d5b3393a935dda8e3f72d,2,18,1,17,signature-api/src/main/java/org/apache/labs/amber/signature/signers/AbstractMethodAlgorithm.java,10,0,196,0,0,0,1,15,0.0,1,2,0.9980008838722996,248,95,35
,,,,,signature-api/src/main/java/org/apache/labs/amber/signature/signers/rsa/RsaSha1MethodAlgorithm.java,8,1,52
11eef23c579f29f27bbfb85f73e41421f045c60a,1,33,0,33,server/src/main/java/org/apache/labs/amber/server/TokenCredentialsGenerator.java,33,0,0,1,0,1,1,1,0.0,1,1,0.0,0,96,34
9de7b2ca0bed83fa058b092bab5a92ec326617de,1,33,0,33,server/src/main/java/org/apache/labs/amber/server/TemporaryCredentialsGenerator.java,33,0,0,1,0,1,1,1,0.0,1,1,0.0,0,97,35
7bcc6d0f5252610d20bbe0cab221bffb0bfbebdf,1,43,0,43,server/src/main/java/org/apache/labs/amber/server/AccessStorageException.java,43,0,0,1,0,1,1,1,0.0,1,1,0.0,0,98,36
091f23cefa4e9dd2ffdc42063edf2b5731f574ad,1,102,0,102,server/src/main/java/org/apache/labs/amber/server/Access.java,102,0,0,1,0,1,1,1,0.0,1,1,0.0,0,99,37
c8a71d4209f3a5913cd8a46ddd4da91256590ffe,1,54,0,54,server/src/main/java/org/apache/labs/amber/server/AccessStorage.java,54,0,0,1,0,1,1,1,0.0,1,1,0.0,0,100,38
1ebd1a27ba26a20222a1e24aa786ba06459b76eb,1,10,10,0,server/src/main/java/org/apache/labs/amber/server/AccessStorage.java,10,10,22,0,0,0,1,2,0.0,1,1,0.0,22,101,39
05af103bfff4fc08ae867e8be1443b4064189d08,2,10,10,0,server/src/main/java/org/apache/labs/amber/server/AccessStorage.java,6,6,22,0,0,0,1,3,0.0,1,1,0.9709505944546686,51,102,40
,,,,,server/src/main/java/org/apache/labs/amber/server/StorageException.java,4,4,29
331c68d68a3478103bf1239689e6e70045ea2011,0,0,0,0,/,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,103,41
70d01a9685bc2108ec475345bb1a9a8525184c89,1,72,0,72,server/src/main/java/org/apache/labs/amber/server/CredentialsStorage.java,72,0,0,1,0,1,1,1,0.0,1,1,0.0,0,104,42
7d2d4a63c7c192c59e2dca435bbff636f139c834,1,4,4,0,server/src/main/java/org/apache/labs/amber/server/CredentialsStorage.java,4,4,25,0,0,0,1,2,0.0,1,1,0.0,25,105,43
d0e23531fe5eed9f400b4cc1f55f859d7375d090,0,0,0,0,/,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,106,0
bc293707ab6e7baddf1c68efb7a7a31f0a995cfb,0,0,0,0,/,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,107,1
89fc288062388423bf92b673919db1ebf70d1e1f,41,95,87,8,server/src/main/java/org/apache/amber/server/Access.java,1,1,49,0,0,0,1,1,0.0,2,13,5.035375070066382,1705,108,2
,,,,,server/src/main/java/org/apache/amber/server/AccessStorage.java,1,1,22
,,,,,server/src/main/java/org/apache/amber/server/CredentialsStorage.java,2,2,25
,,,,,server/src/main/java/org/apache/amber/server/StorageException.java,1,1,29
,,,,,server/src/main/java/org/apache/amber/server/TemporaryCredentialsGenerator.java,1,1,20
,,,,,server/src/main/java/org/apache/amber/server/TokenCredentialsGenerator.java,1,1,20
,,,,,signature-api/src/main/java/org/apache/amber/signature/beaninfo/AbstractAliasBeanInfo.java,1,1,78
,,,,,signature-api/src/main/java/org/apache/amber/signature/credential/Credential.java,1,1,44
,,,,,signature-api/src/main/java/org/apache/amber/signature/credential/CredentialBeanInfo.java,2,2,23
,,,,,signature-api/src/main/java/org/apache/amber/signature/credential/CredentialParameter.java,1,1,26
,,,,,signature-api/src/main/java/org/apache/amber/signature/credential/TemporaryCredential.java,1,1,38
,,,,,signature-api/src/main/java/org/apache/amber/signature/credential/TemporaryCredentialBeanInfo.java,2,2,23
,,,,,signature-api/src/main/java/org/apache/amber/signature/descriptors/HTTPMethod.java,1,1,27
,,,,,signature-api/src/main/java/org/apache/amber/signature/descriptors/Service.java,1,1,41
,,,,,signature-api/src/main/java/org/apache/amber/signature/message/OAuthParameter.java,1,1,28
,,,,,signature-api/src/main/java/org/apache/amber/signature/message/RequestMessage.java,1,1,87
,,,,,signature-api/src/main/java/org/apache/amber/signature/message/RequestMessageBeanInfo.java,2,2,23
,,,,,signature-api/src/main/java/org/apache/amber/signature/message/TokenRequestMessage.java,1,1,27
,,,,,signature-api/src/main/java/org/apache/amber/signature/message/TokenRequestMessageBeanInfo.java,2,2,23
,,,,,signature-api/src/main/java/org/apache/amber/signature/parameters/Parameter.java,1,1,84
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/AbstractKey.java,1,1,34
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/AbstractMethodAlgorithm.java,5,5,199
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/Key.java,1,1,20
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/SignatureException.java,1,1,29
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/SignatureMethod.java,1,1,30
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/SignatureMethodAlgorithm.java,4,4,33
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/SigningKey.java,1,1,19
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/VerifyingKey.java,1,1,19
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/hmac/HmacSha1Key.java,5,5,27
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/hmac/HmacSha1MethodAlgorithm.java,4,4,70
,,,,,signature-api/src/main/java/org/apache/amber/signature/signers/plaintext/PlaintextKey.java,5,5,27
