cac14f363e88201c60dbd67fbdf738529715d42d,HAMA-894,New Feature,Implement K-core algorithm,machine learning,Major,98.47522236,,,,,,,,
0deaa67f64ac0aaf8d1a13276276066e0a9983dc,HAMA-922,Bug,Mesos scheduler not working with CDH5,,Major,100,,,,,,,,
60e37e92e16805a5ca9432e8ff0532252adaba46,/,/,    Minor changes,/,/,100,,,,,,,,
ec3c1ebdf1da2c371c299d29c1ebec49dc6d5187,HAMA-931,Bug,Make the HAMA base path configurable,yarn,Blocker,100,,,,,,,,
e5f18914c76709c9859a66e2aaad952b6ce63a7d,HAMA-934,Improvement,Make Hadoop2 profile default,build ,Major,100,,,,,,,,
97f2b98ba592d27525e8799c2268187700c60d68,HAMA-930,Improvement,Add hama-yarn to binary distribution,build ,Major,100,,,,,,,,
f7619fbdcc5f4ee8bf9899dee7ffa9b2fbf39ea2,HAMA-932,Improvement,Use Kryo Serializer for message and bundle serializations.,bsp core,Major,99.8738966,,,,,,,,
295b377545f817ce20a6f208315165d552c7ae13,/,/,    Reverting. Sorry for my miss-commit,/,/,99.8738966,,,,,,,,
072fca1a6cb3e5e59df8fd9692f5cc24534c5641,HAMA-932,Improvement,Use Kryo Serializer for message and bundle serializations.,bsp core,Major,99.8738966,,,,,,,,
fbf4d1c92561d6ed53286520b5c577792fb8f1f3,/,/,    rm useless package,/,/,97.9499795,,,,,,,,
a38742041cf96b0e7655e35f14077458a5165c33,HAMA-848,Improvement,Refactor YARN module for hadoop 2.x stable version,,Major,94.59009571,,,,,,,,
2c4f27c15e24525200e8cbbcb97dbaa2c50d34ff,HAMA-928,Bug,FAILED_TO_UNCOMPRESS with a lot of messages,,Major,98.40989399,,,,,,,,
ca6ffe14be4585ec1291317846167030e129efde,HAMA-929,Bug,InstantiationException occurs when create a new instance of Combiner,bsp core,Major,99.27437642,,,,,,,,
b35244b515efd3be919f7a2a0a014c373f488b29,/,/,    The finishVertexComputation() method should be called only after compute() is called.,/,/,100,,,,,,,,
5a5569482cb2e5380246d3341660c37a20a39f66,/,/,    Minor code refactor,/,/,99.95421245,,,,,,,,
977e3586aa75fc53f87b05bc3d38479633983b38,HAMA-903,Improvement,Refactor Queue interface and implementations,bsp core,Major,98.76768599,,,,,,,,
b893c2f913f40204e1d2b21242d9a15d3b9283f1,/,/,    Remove duplicate codes,/,/,100,,,,,,,,
8658e8c38045f1a1fa0c2adf7ef278d850b4b60d,/,/,    This patch improves data structure of GraphJobMessage.,/,/,100,,,,,,,,
7a4f1c7176494d54f3815940a7a5b3c586e46e6c,/,/,    Minor refactor,/,/,99.90917348,,,,,,,,
4db86a0635ea9f8474e14af4e0fcfd95e3af72f8,/,/,    Minor changes,/,/,99.26639156,,,,,,,,
3eb396e7660d5ffbda6f08be53f7490e057cc8e6,HAMA-919,Improvement,Manage messages per Vertex,graph,Blocker,98.50272232,,,,,,,,
535c8de834a352fd95b738eb307bc740041fff94,HAMA-925,Improvement,OffHeapVerticesInfo should implement removeVertex,graph,Major,100,,,,,,,,
1783cdfc4eff871d59911054c4a56f88da686210,/,/,    quick fix small bug.,/,/,100,,,,,,,,
00630b0e0fc1c13b01f56459e4d428aee37e3435,HAMA-923,Improvement,add a toString() method for FloatArrayWritable and TextArrayWritable classes,bsp core,Trivial,100,,,,,,,,
6df6269ad1d3943c461d65964311f3a15c30bb87,HAMA-907,New Feature,Add Max-Flow Algorithm To Hama,graph,Major,99.68736043,,,,,,,,
5993276621ae035159400c463274829bc9a438ab,HAMA-921,Improvement,Polish doSuperstep() function and VertexMessageIterable class,graph,Minor,100,,,,,,,,
24edb99398cdfd186324e99bdb7a8d6d169fc5c9,HAMA-921,Improvement,Polish doSuperstep() function and VertexMessageIterable class,graph,Minor,99.77538185,,,,,,,,
1b142bc4d8d79e9bd02d88d918665169a4692eb8,HAMA-913,Improvement,Adding Implementation of RPC,bsp core,Minor,100,,,,,,,,
783be788189528206acc12657becbac55889269b,HAMA-913,Improvement,Adding Implementation of RPC,bsp core,Minor,100,,,,,,,,
488528991cfa3679b9d172c0e7a363931927c952,HAMA-913,Improvement,Adding Implementation of RPC,bsp core,Minor,98.49795175,,,,,,,,
d95e85084b0b662cc3db728927dc6febd9922618,/,/,    small improvement.,/,/,100,,,,,,,,
acdda7895657db8859b6d18c878cf36248ce3633,HAMA-910,Improvement,Web UI Improvement ,web UI,Major,99.95400184,,,,,,,,
2bb92f2561d9d96cc62855554c7904db0579d05f,HAMA-917,Improvement,update dependency versions,,Major,100,,,,,,,,
979f1137618fb61b7d76a7d435c8b8c380bfbf82,/,/,    git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1620830 13f79535-47bb-0310-9956-ffa450edef68,/,/,98.97003745,,,,,,,,
b6ad744ea63a2bb7b5a4a33763ee75595973e25d,/,/,    git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1620829 13f79535-47bb-0310-9956-ffa450edef68,/,/,100,,,,,,,,
fd3ee2652d54fe2b819626768c860bef9b37f3dc,/,/,    remove tab space,/,/,100,,,,,,,,
7d3f762e1d367425f3d8877998c13c38601f7e6f,HAMA-915,Improvement,Add Kryo serializer,bsp core,Major,99.71333015,,,,,,,,
a90f7b8e2859778ac5a8b6992db42d1cbd38e0b3,HAMA-916,Task,Add new committers to team list,,Major,100,,,,,,,,
01f26352ef8f3f0fe3546906a58ef5dfeee777c7,/,/,    Remove my test configs in hama-env.sh and hama-site.xml,/,/,100,,,,,,,,
