NMF,NAD,CFC,NCC,NMC,a2a
16,0,0,165,0,100
0,0,0,0,0,100
1,0,139,2911,61,99.64028777
1,0,0,0,0,100
255,136,1280,35782,534,12.60096931
267,121,4401,147396,3751,14.0562249
1,0,20,464,10,99.84686064
282,17,392,8715,196,95.45454545
1,0,0,6,0,99.71035482
1,0,0,0,0,100
721,439,15632,392230,6180,59.93044822
8,0,0,498,0,100
490,0,2,660,3,100
107,0,3746,95986,1820,93.06099608
11,0,11,199,5,100
3,0,0,40,0,100
50,0,23,833,11,99.91052789
584,0,0,0,0,100
20,0,0,0,0,100
1,0,1,28,0,100
3,0,3,106,2,95.82654059
5,0,2,77,2,99.96405464
13,0,16,555,4,95.76133029
0,0,0,0,0,100
1,0,1,10,0,100
4,1,19,493,3,99.82121573
4,0,1,63,1,100
4,0,3,136,2,100
1,1,2,78,2,95.7439896
447,345,13034,358527,5102,74.65152297
22,0,4,374,1,99.97980614
945,0,0,0,0,100
7,0,0,0,0,100
1,0,0,0,0,100
3,0,2,52,2,100
2,0,1,27,0,100
1,0,0,14,0,100
1,0,0,3,0,100
3,0,0,4,0,100
1,0,6,172,4,100
1,0,0,2,0,100
1,0,5,75,4,100
1,0,0,0,0,100
1,0,0,106,0,100
1,0,0,9,0,100
0,0,0,0,0,100
24,0,12,213,7,96.42058166
73,0,3,535,3,99.25976932
2,0,0,0,0,99.94865651
2,0,6,158,3,99.98288843
0,0,0,0,0,100
1,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
0,0,0,0,0,100
1,0,0,18,0,100
1,0,0,0,0,100
0,0,0,0,0,100
3,0,0,57,0,100
1,0,0,21,0,100
11,0,0,124,0,100
1,0,0,0,0,100
3,0,8,204,3,100
0,0,0,0,0,100
3,1,15,365,4,99.94868286
0,0,0,0,0,100
1,0,0,16,0,100
137,0,62,372,3,96.3624447
3,0,7,150,3,100
1,0,1,14,0,100
3,0,3,156,1,100
1,0,0,0,0,100
1,0,0,7,0,100
1,0,2,20,0,100
1,0,0,175,0,100
5,0,1,57,0,100
1,0,0,9,0,100
3,0,1,20,0,100
1,0,1,7,0,100
9,0,10,269,3,100
1,0,1,19,0,100
1,0,2,22,0,100
2,0,12,211,4,100
3,0,6,70,2,100
1,0,2,19,0,100
3,0,20,190,1,100
1,1,11,246,9,99.96855346
1,0,0,15,0,100
3,0,0,0,0,100
2,0,1,21,0,100
1,0,0,0,0,100
3,1,2,128,0,99.68289202
1,0,0,52,0,100
1,0,4,90,2,100
1,0,1,36,0,100
8,0,1,11,0,100
1,0,0,0,0,100
1,0,1,5,0,100
1,0,12,168,2,100
0,0,0,0,0,100
83,0,14,488,6,94.14219919
4,0,12,257,5,99.92143512
2,0,5,105,0,100
1,0,1,21,0,100
1,0,1,8,0,100
2,0,2,60,0,100
17,0,30,791,9,91.1497105
1,0,0,2,0,100
1,0,0,8,0,100
1,0,0,0,0,100
1,0,3,87,0,100
1,0,2,35,0,100
1,0,0,15,0,100
25,0,9,502,6,100
17,0,8,94,5,100
1,0,0,1,0,100
90,3,60,1067,35,97.46265603
1,0,1,25,0,100
26,0,44,745,20,100
6,0,14,198,4,100
6,2,41,1556,27,92.51052921
0,0,0,0,0,100
0,0,0,0,0,100
2,1,32,634,23,99.91088932
0,0,0,0,0,100
