CommitID,FileNum,TotalAddLines,TotalDeleteLines,FileName,AddLines,DeleteLines,CodeLines,FileAdd,FileDelete,NDEV,NUC,AGE,NS,ND,Entropy,LT,EXP,REXP
ac3528e555e4d896d275f9213c755ace0f549a15,3,13,9,src/java/org/apache/avro/Schema.java,2,0,568,0,0,1,13,4,1,2,0.865856617,851,34,12
,,,,src/test/java/org/apache/avro/TestDataFile.java,1,1,111,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestSchema.java,10,8,172,,,,,,,,,,,
dc20712f258623f6d9d8977f2a8f9100c279e5f1,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,35,11
60dabd6f9cae2a62554e9de8aff904bc07acb9dc,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,36,12
c4c9689155ae22f1cab7f9f9bb9f23abbd807fac,2,2,1,src/java/org/apache/avro/Schema.java,1,1,570,0,0,1,14,14,1,2,0.918295834,744,37,11
,,,,src/test/java/org/apache/avro/TestSchema.java,1,0,174,,,,,,,,,,,
c5aa64581b100d2e7d6ab7ab4e29734551f3c1ce,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,38,10
f806cb0b94a073c667debbcf54fc91d21ee85ccc,4,111,2,src/java/org/apache/avro/specific/SpecificCompiler.java,5,1,204,2,0,2,11,16,1,2,1.358747225,341,39,11
,,,,src/java/org/apache/avro/specific/SpecificExceptionBase.java,40,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificRecordBase.java,64,0,0,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolSpecific.java,2,1,137,,,,,,,,,,,
5e4733ecf7b1102772af70a2255924c3903653c0,14,244,106,src/java/org/apache/avro/Protocol.java,14,0,227,0,0,1,12,68,1,5,2.849562728,1409,40,12
,,,,src/java/org/apache/avro/generic/GenericData.java,2,1,239,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Requestor.java,82,25,61,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Responder.java,53,24,74,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/SocketServer.java,22,26,82,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/SocketTransceiver.java,6,0,57,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Transceiver.java,2,0,15,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificCompiler.java,5,1,208,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificDatumReader.java,4,0,28,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestFsData.java,5,5,107,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolGeneric.java,40,6,124,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolReflect.java,2,2,17,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolSpecific.java,6,15,138,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestReflect.java,1,1,32,,,,,,,,,,,
11c84aeb7b115b0108b193f1bbc7f8beec41e91b,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,41,12
111ac06544ec45b8f2b17f224e0b6b4b15a0219e,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,42,13
c787721da830d7fc22cc49da4843f60685231b2d,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,43,14
0282ee3550dd4d7c3ea05ad816a16c1bb125005c,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,44,15
8204eee49c1be262c2078dcb1404e8dc7be71bf3,18,2034,347,src/java/org/apache/avro/file/DataFileReader.java,16,10,149,2,0,1,12,79,1,6,2.754179101,1702,45,11
,,,,src/java/org/apache/avro/file/DataFileWriter.java,7,4,123,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericDatumReader.java,44,32,330,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericDatumWriter.java,18,18,167,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/BlockingValueWriter.java,622,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ValueReader.java,426,89,79,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ValueWriter.java,382,53,50,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/ByteBufferInputStream.java,1,1,50,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,1,1,53,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/ByteBufferValueReader.java,0,41,16,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/ByteBufferValueWriter.java,0,44,18,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Requestor.java,6,4,114,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Responder.java,12,6,106,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestDataFile.java,1,1,111,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolGeneric.java,1,1,155,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolSpecific.java,1,1,130,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestBlockingIO.java,450,0,0,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestValueReader.java,46,41,51,,,,,,,,,,,
bd8c9502c42ccfbeba3b82958d1571a861b6e7b0,2,0,0,src/java/org/apache/avro/ipc/ByteBufferValueReader.java,0,0,0,2,0,1,5,8,1,1,0,0,46,11
,,,,src/java/org/apache/avro/ipc/ByteBufferValueWriter.java,0,0,0,,,,,,,,,,,
7fd4f2c44cf7de14271c1ed5a20e534f66e6ab79,25,69,107,src/java/org/apache/avro/AvroTypeException.java,0,3,6,0,0,1,15,71,1,9,4.096311977,2568,47,12
,,,,src/java/org/apache/avro/Protocol.java,3,7,239,,,,,,,,,,,
,,,,src/java/org/apache/avro/Schema.java,2,5,570,,,,,,,,,,,
,,,,src/java/org/apache/avro/file/DataFileReader.java,10,7,155,,,,,,,,,,,
,,,,src/java/org/apache/avro/file/DataFileWriter.java,11,5,125,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericArray.java,0,1,8,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericData.java,0,2,240,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericRequestor.java,7,7,29,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/DatumReader.java,2,3,8,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/DatumWriter.java,2,3,8,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/AvroRemoteException.java,0,4,18,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Requestor.java,13,8,116,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/SocketServer.java,3,7,77,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectData.java,0,1,192,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectDatumReader.java,0,2,87,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,0,1,40,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectResponder.java,0,1,89,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificDatumReader.java,0,8,31,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificDatumWriter.java,0,4,16,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificRecord.java,0,2,8,,,,,,,,,,,
,,,,src/java/org/apache/avro/specific/SpecificResponder.java,4,9,21,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestFsData.java,0,1,107,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestProtocolGeneric.java,0,1,155,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestSchema.java,9,10,175,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestValueReader.java,3,5,48,,,,,,,,,,,
8a714f4aeb5c723c6aafb98714bed027cddf8749,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,4,0
dfadedf21488a9f068367ca9ee36a12ba7e6f3ad,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,48,3
774c3a041f810fe54a6ed47a02fc409cb713c0c5,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,49,4
40f9f941d3f9821d6f47c07a905dc5bdf0496955,2,160,112,src/java/org/apache/avro/Protocol.java,46,32,236,0,0,1,16,32,1,1,0.864505251,803,50,4
,,,,src/java/org/apache/avro/Schema.java,114,80,567,,,,,,,,,,,
7a6f8469d096f6ff6c496df2e48365c772af9ce1,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,51,3
33037ded0106608d9485934ba2ad21a1fe31df59,2,5,3,src/java/org/apache/avro/generic/GenericDatumReader.java,3,2,341,0,0,1,15,49,1,2,0.954434003,514,52,4
,,,,src/test/java/org/apache/avro/TestSchema.java,2,1,173,,,,,,,,,,,
842690ea2a8203b7d3a313a53feb761ec9d68383,23,1223,989,src/java/org/apache/avro/file/DataFileReader.java,4,3,158,4,0,1,16,36,1,7,3.105264563,2707,53,5
,,,,src/java/org/apache/avro/file/DataFileWriter.java,5,4,131,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericDatumReader.java,13,13,342,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericDatumWriter.java,10,10,167,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericRequestor.java,5,5,30,,,,,,,,,,,
,,,,src/java/org/apache/avro/generic/GenericResponder.java,5,5,24,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/BinaryDecoder.java,305,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/BinaryEncoder.java,266,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/BlockingBinaryEncoder.java,5,5,439,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/DatumReader.java,1,1,7,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/DatumWriter.java,1,1,7,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/Decoder.java,279,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/Encoder.java,269,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ValueReader.java,0,471,188,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ValueWriter.java,0,420,166,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Requestor.java,12,10,122,,,,,,,,,,,
,,,,src/java/org/apache/avro/ipc/Responder.java,7,7,111,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,2,2,39,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectRequestor.java,5,5,54,,,,,,,,,,,
,,,,src/java/org/apache/avro/reflect/ReflectResponder.java,5,5,88,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/TestSchema.java,7,5,174,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestBinaryDecoder.java,10,10,46,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestBlockingIO.java,7,7,414,,,,,,,,,,,
98eb9203b65eb452bd2a1ff3559ccbca6f97f670,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,54,6
345ff7eddf9c23302803157ae89b1301e47c80df,14,3355,195,src/java/org/apache/avro/generic/GenericDatumReader.java,91,169,342,9,0,1,13,0,1,3,3.313062534,804,55,7
,,,,src/java/org/apache/avro/io/BinaryDecoder.java,0,5,210,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/BinaryEncoder.java,0,16,189,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/Decoder.java,10,2,32,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/Encoder.java,9,3,31,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ParsingTable.java,383,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ResolvingDecoder.java,223,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ResolvingTable.java,489,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ValidatingDecoder.java,358,0,0,,,,,,,,,,,
,,,,src/java/org/apache/avro/io/ValidatingEncoder.java,225,0,0,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestParsingTable.java,205,0,0,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestResolvingIO.java,343,0,0,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestResolvingTable.java,389,0,0,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestValidatingIO.java,630,0,0,,,,,,,,,,,
b2869cccb9627e3ff5c8f65a837129783707dd2e,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,56,8
df176b7a1fc65be86c7be47c8a3cd56c2d31d1cf,1,169,91,src/java/org/apache/avro/generic/GenericDatumReader.java,169,91,270,0,0,1,14,0,1,1,0,270,57,9
1b21659a1955b679532776854ecb1db9a0fb668f,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,58,10
fe6629997fd57d96748e83001e12a371c737f62b,1,7,6,src/java/org/apache/avro/generic/GenericDatumReader.java,7,6,342,0,0,1,15,17,1,1,0,342,59,11
8120af19115d00d57d1ce1d29ef7d51443f2589f,2,24,0,src/java/org/apache/avro/ipc/Requestor.java,12,0,124,0,0,1,8,24,1,1,1,235,60,11
,,,,src/java/org/apache/avro/ipc/Responder.java,12,0,111,,,,,,,,,,,
c1f86d23010746ef0821781a7236adedd2d6279e,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,61,12
253247088f347695486d5c45c541ad22a23ed39a,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,62,12
3727a55f345e638f7980a19841c108f67498e79d,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,63,13
81fee7a09d854e760ecff4e0fb3bddf1b4ab910b,5,85,0,src/test/java/org/apache/avro/io/TestBlockingIO.java,17,0,414,0,0,1,3,21,1,1,2.321928095,1804,64,14
,,,,src/test/java/org/apache/avro/io/TestParsingTable.java,17,0,178,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestResolvingIO.java,17,0,291,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestResolvingTable.java,17,0,355,,,,,,,,,,,
,,,,src/test/java/org/apache/avro/io/TestValidatingIO.java,17,0,566,,,,,,,,,,,
63eb29883e0dfc6f80994775b94eda1e61332c83,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,65,15
